自動車メーカー,車種,型式,年式,駆動方法,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,送料,SET価格
スズキ,セルボ,HG21S,06～09,2WD,,129435,,293913,SZ-P-HG21S-qq-e-49k,SZ-P-HG21S-qq-e-d-49k,SZ-P-HG21S,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,セルボ,HG21S,06～09,4WD,,129435,,293912,SZ-P-HG21S-1-qq-e-50k,SZ-P-HG21S-1-qq-e-d-50k,SZ-P-HG21S-1,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-60/-30<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ハスラー,MR31S,14～UP,2WD,,129435,,294164,SZ-P-MR31S-qq-e-51k,SZ-P-MR31S-qq-e-d-51k,SZ-P-MR31S,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ハスラー,MR41S,14～UP,2WD,,129435,,294165,SZ-P-MR41S-qq-e-52k,SZ-P-MR41S-qq-e-d-52k,SZ-P-MR41S,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,パレット,MK21S,08～13,2WD,,129435,,294163,SZ-P-MK21S-qq-e-53k,SZ-P-MK21S-qq-e-d-53k,SZ-P-MK21S,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,パレット,MK21S,08～13,4WD,,129435,,294162,SZ-P-MK21S-1-qq-e-54k,SZ-P-MK21S-1-qq-e-d-54k,SZ-P-MK21S-1,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-60/-30<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH21S,04～08,2WD,3～5型のみ,129435,,294158,SZ-P-MH21S-qq-e-59k,SZ-P-MH21S-qq-e-d-59k,SZ-P-MH21S,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH21S,04～08,4WD,3～5型のみ,129435,,294157,SZ-P-MH21S-1-qq-e-60k,SZ-P-MH21S-1-qq-e-d-60k,SZ-P-MH21S-1,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-60/-30<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH22S,04～08,2WD,,129435,,293917,SZ-P-MH22S-qq-e-61k,SZ-P-MH22S-qq-e-d-61k,SZ-P-MH22S,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH22S,04～08,4WD,,129435,,293916,SZ-P-MH22S-1-qq-e-62k,SZ-P-MH22S-1-qq-e-d-62k,SZ-P-MH22S-1,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/110<br>ダウン量(F/R):-60/-30<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH23S,08～12,2WD,,129435,,294160,SZ-P-MH23S-qq-e-63k,SZ-P-MH23S-qq-e-d-63k,SZ-P-MH23S,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH23S,08～12,4WD,,129435,,294159,SZ-P-MH23S-1-qq-e-64k,SZ-P-MH23S-1-qq-e-d-64k,SZ-P-MH23S-1,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-60/-30<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH34S,12～17,2WD,,129435,,294161,SZ-P-MH34S-qq-e-65k,SZ-P-MH34S-qq-e-d-65k,SZ-P-MH34S,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
スズキ,ワゴンR,MH44S,12～17,2WD,,129435,,293918,SZ-P-MH44S-qq-e-66k,SZ-P-MH44S-qq-e-d-66k,SZ-P-MH44S,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/7<br>自由長(F/R):130/90<br>ダウン量(F/R):-100/-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アイシス,ANM10G/ANM10W/ZNM10G/ZNM10W/ZGM11G/ZGM11W/ZGM10G/ZGM10W,04～UP,2WD,,129435,,293976,TO-P-ANM10-qq-e-415,TO-P-ANM10-qq-e-d-415,TO-P-ANM10,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アイシス,ANM15G/ANM15W/ZGM15G/ZGM15W,04～UP,4WD,,129435,,293977,TO-P-ANM15-qq-e-419,TO-P-ANM15-qq-e-d-419,TO-P-ANM15,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アクア,NHP10,11～UP,2WD,,129435,,293983,TO-P-NHP10-qq-e-283k,TO-P-NHP10-qq-e-d-283k,TO-P-NHP10,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アルファード,ANH10W/MNH10W,02～08,2WD,,129435,,294224,TO-P-ANH10-qq-e-393,TO-P-ANH10-qq-e-d-393,TO-P-ANH10,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アルファード,ANH15W/MNH15W/ATH10W,02～08,4WD,,129435,,293975,TO-P-ANH15-qq-e-394,TO-P-ANH15-qq-e-d-394,TO-P-ANH15,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アルファード,ANH20W/GGH20W,08～15,2WD,,129435,,294225,TO-P-ANH20-qq-e-395,TO-P-ANH20-qq-e-d-395,TO-P-ANH20,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,アルファード,ANH25W/GGH25W/ATH20W,08～15,4WD,,129435,,294227,TO-P-ANH25-qq-e-396,TO-P-ANH25-qq-e-d-396,TO-P-ANH25,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,イスト,NCP110/ZSP110,07～16,2WD,,129435,,294231,TO-P-NCP110-qq-e-280k,TO-P-NCP110-qq-e-d-280k,TO-P-NCP110,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,イプサム,ACM21W,01～09,2WD,,129435,,293972,TO-P-ACM21W-qq-e-243k,TO-P-ACM21W-qq-e-d-243k,TO-P-ACM21W,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,イプサム,ACM26W,01～09,4WD,,129435,,293973,TO-P-ACM26W-qq-e-244k,TO-P-ACM26W-qq-e-d-244k,TO-P-ACM26W,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴィッツ/ヤリス,NCP90/KSP90,05～10,2WD,,129435,,293982,TO-P-NCP90-qq-e-281k,TO-P-NCP90-qq-e-d-281k,TO-P-NCP90,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
トヨタ,ヴェルファイア,ANH20W/GGH20W,08～15,2WD,,129435,,294226,TO-P-ANH20-qq-e-397,TO-P-ANH20-qq-e-d-397,TO-P-ANH20,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴェルファイア,ANH25W/GGH25W/ATH20W,08～15,4WD,,129435,,294228,TO-P-ANH25-qq-e-398,TO-P-ANH25-qq-e-d-398,TO-P-ANH25,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴォクシー,AZR60,01～07,2WD,,129435,,294229,TO-P-AZR60-qq-e-399,TO-P-AZR60-qq-e-d-399,TO-P-AZR60,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴォクシー,AZR65,01～07,4WD,,129435,,293978,TO-P-AZR65-qq-e-400,TO-P-AZR65-qq-e-d-400,TO-P-AZR65,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴォクシー,ZRR75,07～14,4WD,,129435,,294235,TO-P-ZRR75-qq-e-402,TO-P-ZRR75-qq-e-d-402,TO-P-ZRR75,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ヴォクシー,ZZR70,07～14,2WD,,129435,,293986,TO-P-ZZR70-qq-e-297k,TO-P-ZZR70-qq-e-d-297k,TO-P-ZZR70,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,エスティマ,ACR30W/MCR30W,00～05,2WD,,129435,,293980,TO-P-MCR30-qq-e-258k,TO-P-MCR30-qq-e-d-258k,TO-P-MCR30,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,エスティマ,ACR40W/MCR40W/AHR10W,00～05,4WD,,129435,,293981,TO-P-MCR40-qq-e-260k,TO-P-MCR40-qq-e-d-260k,TO-P-MCR40,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,エスティマ,ACR50W/GSR50W,06～UP,2WD,,129435,,293974,TO-P-ACR50-qq-e-405,TO-P-ACR50-qq-e-d-405,TO-P-ACR50,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,エスティマ,ACR55W/GSR55W/AHR20W,06～UP,4WD,,129435,,294223,TO-P-ACR55-qq-e-406,TO-P-ACR55-qq-e-d-406,TO-P-ACR55,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,スペイド,NSP140/NSP141/NCP141,12～15,2WD,,129435,,294232,TO-P-NSP140-qq-e-285k,TO-P-NSP140-qq-e-d-285k,TO-P-NSP140,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ノア,AZR60,01～07,2WD,,129435,,294230,TO-P-AZR60-qq-e-407,TO-P-AZR60-qq-e-d-407,TO-P-AZR60,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ノア,AZR65,01～07,4WD,,129435,,293979,TO-P-AZR65-qq-e-408,TO-P-AZR65-qq-e-d-408,TO-P-AZR65,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ノア,ZRR70,07～14,2WD,,129435,,293987,TO-P-ZZR70-qq-e-298k,TO-P-ZZR70-qq-e-d-298k,TO-P-ZZR70,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ノア,ZRR75,07～14,4WD,,129435,,293984,TO-P-ZRR75-qq-e-410,TO-P-ZRR75-qq-e-d-410,TO-P-ZRR75,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/14<br>自由長(F/R):140/125<br>ダウン量(F/R):-130/-130<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,プリウス,ZVW30,09～15,2WD,,129435,,294236,TO-P-ZVW30-qq-e-411,TO-P-ZVW30-qq-e-d-411,TO-P-ZVW30,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/9<br>自由長(F/R):140/145<br>ダウン量(F/R):-120/-100<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,プリウスα,ZVW40W/ZVW41W,12～UP,2WD,,129435,,293985,TO-P-ZVW40-qq-e-412,TO-P-ZVW40-qq-e-d-412,TO-P-ZVW40,IDEAL,TRUEVA極,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/9<br>自由長(F/R):140/145<br>ダウン量(F/R):-120/-100<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ポルテ,NSP140/NSP141/NCP141,12～UP,2WD,,129435,,294233,TO-P-NSP140-qq-e-286k,TO-P-NSP140-qq-e-d-286k,TO-P-NSP140,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
トヨタ,ラクティス,SCP100/NCP100,05～10,2WD,,129435,,294234,TO-P-SCP100-qq-e-294k,TO-P-SCP100-qq-e-d-294k,TO-P-SCP100,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):8/6.5<br>自由長(F/R):160/140<br>ダウン量(F/R):-120/-85<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
ホンダ,CR-Z,ZF1/ZF2,07～12,2WD,,129435,,293816,HO-P-ZF1-qq-e-30k,HO-P-ZF1-qq-e-d-30k,HO-P-ZF1,IDEAL,TRUEVA極,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/9<br>自由長(F/R):160/90<br>ダウン量(F/R):-100/-100<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,144900
ホンダ,オデッセイ/オデッセイアブソルート,RB1,03～08,2WD,,129435,,294063,HO-P-RB1-qq-e-39k,HO-P-RB1-qq-e-d-39k,HO-P-RB1,IDEAL,TRUEVA極,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):28/32<br>自由長(F/R):160/120<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,アブソルートの場合はダウン量変わります。,,149800,2500,144900
ホンダ,オデッセイ/オデッセイアブソルート,RB2,03～08,4WD,,129435,,294064,HO-P-RB2-qq-e-40k,HO-P-RB2-qq-e-d-40k,HO-P-RB2,IDEAL,TRUEVA極,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):28/32<br>自由長(F/R):160/120<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,アブソルートの場合はダウン量変わります。,,149800,2500,144900
ホンダ,オデッセイ/オデッセイアブソルート,RB3,08～13,2WD,,129435,,293813,HO-P-RB3-qq-e-41k,HO-P-RB3-qq-e-d-41k,HO-P-RB3,IDEAL,TRUEVA極,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):28/32<br>自由長(F/R):160/120<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,アブソルートの場合はダウン量変わります。,,149800,2500,144900
ホンダ,オデッセイ/オデッセイアブソルート,RB4,08～13,4WD,,129435,,294065,HO-P-RB4-qq-e-42k,HO-P-RB4-qq-e-d-42k,HO-P-RB4,IDEAL,TRUEVA極,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):28/32<br>自由長(F/R):160/120<br>ダウン量(F/R):-120/-120<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,アブソルートの場合はダウン量変わります。,,149800,2500,144900
