自動車メーカー,車種,型式,年式,駆動方法,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,送料,SET価格
BMW,3シリーズ E36 M3,M3B,91～97,2WD,,129435,,294020,BM-E36M3-qq-e-339,BM-E36M3-qq-e-d-339,BM-E36 M3,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E46,BX20/AV30/AV25/AY20/AV22/AU20/AT18/AL19/AM20/AM25/AM28/AL19,98～96,2WD,,129435,,293764,BM-E46-qq-e-340,BM-E46-qq-e-d-340,BM-E46,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/10<br>自由長(F/R):135/140<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E90,PG20/PM35/PH25/VA20/VB25/VB35/VB23/VB30/VD30,05～12,2WD,,129435,,294027,BM-E90-qq-e-341,BM-E90-qq-e-d-341,BM-E90,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):140/220<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E91,US20/VR20/VS25/VS35,05～12,2WD,,129435,,293768,BM-E91-qq-e-342,BM-E91-qq-e-d-342,BM-E91,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):140/220<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E92,KG35/KE25/KD20/UV35/UT25/WA20/WB35,07～12,2WD,,129435,,293769,BM-E92-qq-e-343,BM-E92-qq-e-d-343,BM-E92,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):140/220<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E92 M3,WD40,07～14,2WD,,129435,,294028,BM-E92-M3-qq-e-15k,BM-E92-M3-qq-e-d-15k,BM-E92 M3,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/14<br>自由長(F/R):135/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ E93,WL35/DX35,07～14,2WD,,129435,,294270,BM-E93-qq-e-16k,BM-E93-qq-e-d-16k,BM-E93,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/14<br>自由長(F/R):135/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
BMW,3シリーズ F30/F31,8E/8B/8C/8A/3D/3B/3A/3F,12～18,2WD,,129435,,293770,BM-F30-qq-e-17k,BM-F30-qq-e-d-17k,BM-F30,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/12<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,3シリーズ F34,8T/8X/3X,12～18,2WD,,129435,,293771,BM-F34-qq-e-18k,出さない,BM-F34,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/12<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
BMW,5シリーズ E39,DS30/DS25/DT25/DT30/DS25/DN44/DM28/DM25/DN44/DP28/DD28/DD25/DE44/DD28,95～03,2WD,,129435,,294022,BM-E39-qq-e-344,BM-E39-qq-e-d-344,BM-E39,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/8<br>自由長(F/R):180/200<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,5シリーズ E39 M5,DE50,95～03,2WD,,129435,,293763,BM-E39M5-qq-e-345,BM-E39M5-qq-e-d-345,BM-E39 M5,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/8<br>自由長(F/R):180/200<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,5シリーズ E60,NU25/NW40/NU30/NE25/NE30/NB40/NB48/NB44/NA30/NA25,03～08,2WD,,129435,,294023,BM-E60-qq-e-346,BM-E60-qq-e-d-346,BM-E60,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):160/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,6シリーズ E63/E64,EH30/EH48/EK48/EH44/EK44,03～11,2WD,,129435,,293765,BM-E63-qq-e-1k,出さない,BM-E63,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):160/200<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
BMW,6シリーズ F06,6B44/LW30/6A30/LW30C/YP44/YM44C/LX44C,11～UP,2WD,,129435,,294029,BM-F06-qq-e-2k,BM-F06-qq-e-d-2k,BM-F06,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/8<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
BMW,7シリーズ E38,GG35/L7/GG44/GJ50/GG35/GK50/GF44/GF35/GF40,94～01,2WD,,129435,,294021,BM-E38-qq-e-10k,出さない,BM-E38,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
BMW,7シリーズ E65,HL48/HL40/GL36/GL44,02～08,2WD,,129435,,293766,BM-E65-qq-e-11k,出さない,BM-E65,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/12<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,エアサスレベライザー付車エラー表示。電子制御ショックキャンセラー別途必要。,,149800,2500,出さない
BMW,7シリーズ E66,HN48/GN60/GN44,02～08,2WD,,129435,,293767,BM-E66-qq-e-12k,出さない,BM-E66,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):14/12<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,エアサスレベライザー付車エラー表示。電子制御ショックキャンセラー別途必要。,,149800,2500,出さない
BMW,M4 F82/F83,3C30,14～UP,2WD,,129435,,293773,BM-F82-qq-e-10k,出さない,BM-F82,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ調整式/純正流用<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/14<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
BMW,Z3 E36/E37,CN22/CN30/CL20/CH28/CH19/CJ28,96～02,2WD,,129435,,294019,BM-E36-7-qq-e-347,BM-E36-7-qq-e-d-347,BM-E36/7,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/5<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
BMW,Z4 E85,BU25/BT32/BU30/BT22/BT30/BT25,04～09,2WD,,129435,,294269,BM-E85-qq-e-348,BM-E85-qq-e-d-348,BM-E85,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/10<br>自由長(F/R):135/140<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
BMW,Z4 E86,DU32/DU30,04～09,2WD,,129435,,294024,BM-E86-qq-e-13k,BM-E86-qq-e-d-13k,BM-E86,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/10<br>自由長(F/R):135/140<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
BMW,Z4 E89,LM35/LL20/LM30/LM25,09～UP,2WD,,129435,,294026,BM-E89-qq-e-14k,BM-E89-qq-e-d-14k,BM-E89,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/10<br>自由長(F/R):135/140<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
CHRYSLER,300/300C,LX36/LX35/LX57,04～UP,2WD,,129435,,294271,CH-300C-qq-e-384,出さない,CH-300C,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):180/170<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントブラケットコの字幅、51mm or 71mm,,149800,2500,出さない
CHRYSLER,300Cツーリング,LE35/LE57,04～UP,2WD,,129435,,293775,CH-300CT-qq-e-385,出さない,CH-300CT,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):180/170<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントブラケットコの字幅、51mm or 71mm,,149800,2500,出さない
DODGE,チャージャー,,05～UP,2WD,,129435,,293789,DG-01-qq-e-386,DG-01-qq-e-d-386,DG-01,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):180/170<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントブラケットコの字幅、51mm or 71mm,,149800,2500,164900
DODGE,チャレンジャー,,08～UP,2WD,,129435,,293790,DG-02-qq-e-388,出さない,DG-02,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):180/170<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントブラケットコの字幅、51mm or 71mm,,149800,2500,出さない
DODGE,マグナム,,04～08,2WD,,129435,,293791,DG-03-qq-e-387,出さない,DG-03,IDEAL,TRUEVA,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):12/12<br>自由長(F/R):180/170<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントブラケットコの字幅、51mm or 71mm,,149800,2500,出さない
MERCEDESBENZ,SLKクラス R171,171455,04～11,2WD,,129435,,294105,MB-R171-qq-e-12k,MB-R171-qq-e-d-12k,MB-R171,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/純正流用<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/13<br>自由長(F/R):160/230<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,174900
MINI,F56,,13～UP,2WD,,129435,,293772,BM-F56-qq-e-8k,BM-F56-qq-e-d-8k,BM-F56,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/アルミ<br>キャンバー調整(F/R):○/×<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
MINI,R50/R52/R53,,01～06,2WD,,129435,,293774,BM-R53-qq-e-19k,BM-R53-qq-e-d-19k,BM-R53,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/純正流用<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/6<br>自由長(F/R):130/160<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,169900
MINI,R55/R56/R57/R58/R59/R60,,07～UP,2WD,,129435,,294030,BM-R55-qq-e-350,出さない,BM-R55,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/8<br>自由長(F/R):135/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
VOLKSWAGEN,イオス,1F,06～UP,2WD,,129435,,294263,VO-1F-qq-e-315k,出さない,VO-1F,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
VOLKSWAGEN,ゴルフ2,19E,83～92,2WD,,129435,,294003,VO-19E-qq-e-369,出さない,VO-19E,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>スプリングレート(F/R):8/6<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
VOLKSWAGEN,ゴルフ3 ハッチバック,1H,93～98,2WD,,129435,,294004,VO-1H-qq-e-370,出さない,VO-1H,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>スプリングレート(F/R):7/6<br>自由長(F/R):180/160<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,出さない
VOLKSWAGEN,ゴルフ4,1J,97～06,2WD,,129435,,294005,VO-1J-qq-e-371,VO-1J-qq-e-d-371,VO-1J,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>スプリングレート(F/R):8/5<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,149800,2500,164900
VOLKSWAGEN,ゴルフ5,1K,03～09,2WD,,129435,,294006,VO-1K-qq-e-316k,VO-1K-qq-e-d-316k,VO-1K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/-<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,164900
VOLKSWAGEN,ゴルフ5,1K,03～09,4WD,,129435,,294007,VO-1K-qq-e-317k,VO-1K-qq-e-d-317k,VO-1K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/-<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,164900
VOLKSWAGEN,ゴルフ6,1K,08～12,2WD,,129435,,294008,VO-1K-qq-e-318k,VO-1K-qq-e-d-318k,VO-1K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/-<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径、50φ or 55φ,,149800,2500,164900
VOLKSWAGEN,ゴルフ7,AU,13～UP,2WD,マルチリンク車,129435,,294267,VO-AU-qq-e-323k,VO-AU-qq-e-d-323k,VO-AU,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/-<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径、50φ or 55φ,,149800,2500,164900
VOLKSWAGEN,ジェッタ,1K,05～11,2WD,,129435,,294009,VO-1K-qq-e-319k,出さない,VO-1K,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):8/2.9-5.6<br>自由長(F/R):130/215<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,出さない
VOLKSWAGEN,シロッコ,13C,10～UP,2WD,,129435,,294262,VO-13C-qq-e-314k,VO-13C-qq-e-d-314k,VO-13C,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):10/10<br>自由長(F/R):180/135<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,164900
VOLKSWAGEN,ニュービートル,9C,98～10,2WD,,129435,,294266,VO-9C-qq-e-380,VO-9C-qq-e-d-380,VO-9C,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/-<br>スプリングレート(F/R):8/5<br>自由長(F/R):180/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径50φ,,149800,2500,164900
VOLKSWAGEN,パサート,3C,05～14,2WD,電子制御ショック不可,129435,,294264,VO-3C-qq-e-321k,出さない,VO-3C,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/6<br>自由長(F/R):160/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,出さない
VOLKSWAGEN,パサート,3C,05～14,4WD,電子制御ショック不可,129435,,294265,VO-3C-qq-e-322k,出さない,VO-3C,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/6<br>自由長(F/R):160/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,出さない
VOLKSWAGEN,パサート,3CC,08～10,2WD,電子制御ショック不可,129435,,294010,VO-3CC-qq-e-320k,出さない,VO-3CC,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/6<br>自由長(F/R):160/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,出さない
VOLKSWAGEN,パサート,3CC,08～10,4WD,電子制御ショック不可,129435,,294011,VO-3CC-qq-e-365,出さない,VO-3CC,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):12/6<br>自由長(F/R):160/180<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,フロントストラット外径55φ,,149800,2500,出さない
スズキ,MRワゴン,MF22S,06～11,2WD,,112481,,293903,SZ-MF22S-qq-e-321,SZ-MF22S-qq-e-d-321,SZ-MF22S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,MRワゴン,MF22S,06～11,4WD,,112481,,294145,SZ-MF22S-1-qq-e-170k,SZ-MF22S-1-qq-e-d-170k,SZ-MF22S-1,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,MRワゴン,MF33S,11～UP,2WD,,112481,,294146,SZ-MF33S-qq-e-171k,SZ-MF33S-qq-e-d-171k,SZ-MF33S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/115<br>ダウン量(F/R):0～-60/0～-40<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,SX4,YA11S/YA41S,06～14,2WD,,112481,,294166,SZ-YA11S-qq-e-181k,SZ-YA11S-qq-e-d-181k,SZ-YA11S,IDEAL,TRUEVA,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):7/5.5<br>自由長(F/R):180/200<br>ダウン量(F/R):-60/-60<br>減衰力(F/R):36/36<br>全長調整式(F/R):○/○,,,129800,2500,127900
スズキ,アルト,HA25S/HA35S,09～14,2WD,アッパー2本止めタイプのみ,112481,,294143,SZ-HA25S-qq-e-298,SZ-HA25S-qq-e-d-298,SZ-HA25S,IDEAL,TRUEVA,アッパーマウント(F/R):ピロ固定式/-<br>キャンバー調整(F/R):○/×<br>スプリングレート(F/R):6/3<br>自由長(F/R):160/135<br>ダウン量(F/R):0～-90/-20～-60<br>減衰力(F/R):36/26<br>全長調整式(F/R):○/○,,,129800,2500,127900
