自動車メーカー,車種,型式,年式,駆動方法,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,仕様,備考,注意事項,定価,送料,SET価格
ダイハツ,ムーヴ,L175S,06～11,2WD,,87220,,294031,DA-AY-L175S-qq-e-20k,DA-AY-L175S-qq-e-d-20k,DA-AY-L175S,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):5/3<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ダイハツ,ムーヴ,LA100S,11～14,2WD,,87220,,294036,DA-AY-LA100S-qq-e-26k,DA-AY-LA100S-qq-e-d-26k,DA-AY-LA100S,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):5/3<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ダイハツ,ムーヴ,LA150S,14～UP,2WD,,87220,,294272,DA-AY-LA150S-qq-e-27k,DA-AY-LA150S-qq-e-d-27k,DA-AY-LA150S,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):5/3<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ダイハツ,ムーヴコンテカスタム,L575S,08～UP,2WD,,87220,,294034,DA-AY-L575S-qq-e-24k,DA-AY-L575S-qq-e-d-24k,DA-AY-L575S,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):5/3<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,アルファード,ANH20W/GGH20W,08～15,2WD,,87220,,293936,TO-AY-ANH20-qq-e-198k,TO-AY-ANH20-qq-e-d-198k,TO-AY-ANH20,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,アルファード,ANH25W/GGH25W,08～15,4WD,,87220,,294182,TO-AY-ANH25-qq-e-200k,TO-AY-ANH25-qq-e-d-200k,TO-AY-ANH25,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,ヴェルファイア,ANH20W/GGH20W,08～15,2WD,,87220,,293937,TO-AY-ANH20-qq-e-199k,TO-AY-ANH20-qq-e-d-199k,TO-AY-ANH20,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,ヴェルファイア,ANH25W/GGH25W,08～15,4WD,,87220,,293938,TO-AY-ANH25-qq-e-201k,TO-AY-ANH25-qq-e-d-201k,TO-AY-ANH25,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,エスティマ,ACR50W/GSR50W,06～UP,2WD,,87220,,294181,TO-AY-ACR50-qq-e-196k,TO-AY-ACR50-qq-e-d-196k,TO-AY-ACR50,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,エスティマ,ACR55W/GSR55W/AHR20W,06～UP,4WD,,87220,,293935,TO-AY-ACR55-qq-e-197k,TO-AY-ACR55-qq-e-d-197k,TO-AY-ACR55,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/7<br>自由長(F/R):180/230<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,クラウン,GRS180/GRS184,03～08,2WD,,87220,,293940,TO-AY-GRS180-qq-e-203k,TO-AY-GRS180-qq-e-d-203k,TO-AY-GRS180,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,クラウン,GRS200/GRS202/GRS204,08～12,2WD,,87220,,294183,TO-AY-GRS200-qq-e-204k,TO-AY-GRS200-qq-e-d-204k,TO-AY-GRS200,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,クラウン,GRS210/GRS214/AWS210,UP,2WD,,87220,,294184,TO-AY-GRS210-qq-e-205k,TO-AY-GRS210-qq-e-d-205k,TO-AY-GRS210,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,クラウンマジェスタ,URS206,09～UP,2WD,,87220,,294185,TO-AY-URS206-qq-e-207k,TO-AY-URS206-qq-e-d-207k,TO-AY-URS206,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,127100
トヨタ,クラウンマジェスタ,UZS186,04～09,2WD,,87220,,294186,TO-AY-UZS186-qq-e-208k,TO-AY-UZS186-qq-e-d-208k,TO-AY-UZS186,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,127100
トヨタ,プリウス,ZVW30,09～15,2WD,,87220,,293942,TO-AY-ZVW30-qq-e-209k,TO-AY-ZVW30-qq-e-d-209k,TO-AY-ZVW30,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/3.4<br>自由長(F/R):200/190<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,マークX,GRX12,04～09,2WD,,87220,,293939,TO-AY-GRS120-qq-e-202k,TO-AY-GRS120-qq-e-d-202k,TO-AY-GRS120,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
トヨタ,マークX,GRX13,08～12,2WD,,87220,,293941,TO-AY-GRX130-qq-e-206k,TO-AY-GRX130-qq-e-d-206k,TO-AY-GRX130,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ホンダ,N-BOX,JF1,11～UP,2WD,,87220,,293792,HO-AY-JF1-qq-e-58k,HO-AY-JF1-qq-e-d-58k,HO-AY-JF1,IDEAL,ANYONE,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/4<br>自由長(F/R):160/150<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ホンダ,N-ONE,JG1,12～UP,2WD,,87220,,293793,HO-AY-JG1-qq-e-59k,HO-AY-JG1-qq-e-d-59k,HO-AY-JG1,IDEAL,ANYONE,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/4<br>自由長(F/R):160/150<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
ホンダ,N-WGN,JH1,13～UP,2WD,,87220,,294280,HO-AY-JH1-qq-e-60k,HO-AY-JH1-qq-e-d-60k,HO-AY-JH1,IDEAL,ANYONE,アッパーマウント(F/R):純正流用/-<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):6/4<br>自由長(F/R):160/150<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,GS350,GRS191,05～12,2WD,,87220,,293829,LE-AY-GRS191-qq-e-73k,LE-AY-GRS191-qq-e-d-73k,LE-AY-GRS191,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,GS430,UZS190,06～12,2WD,,87220,,294081,LE-AY-UZS190-qq-e-79k,LE-AY-UZS190-qq-e-d-79k,LE-AY-UZS190,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,GS450H,GWS191,06～12,2WD,,87220,,294285,LE-AY-GWS191-qq-e-76k,LE-AY-GWS191-qq-e-d-76k,LE-AY-GWS191,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,GS460,URS190,06～12,2WD,,87220,,294080,LE-AY-URS190-qq-e-77k,LE-AY-URS190-qq-e-d-77k,LE-AY-URS190,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,IS F,USE20,07～14,2WD,,87220,,293832,LE-AY-USE20-qq-e-78k,LE-AY-USE20-qq-e-d-78k,LE-AY-USE20,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,IS250,GSE20,05～13,2WD,,87220,,293830,LE-AY-GSE20-qq-e-74k,LE-AY-GSE20-qq-e-d-74k,LE-AY-GSE20,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
レクサス,IS350,GSE21,05～13,2WD,,87220,,293831,LE-AY-GSE21-qq-e-75k,LE-AY-GSE21-qq-e-d-75k,LE-AY-GSE21,IDEAL,ANYONE,アッパーマウント(F/R):アルミ/アルミ<br>キャンバー調整(F/R):×/×<br>スプリングレート(F/R):14/10<br>自由長(F/R):180/180<br>ダウン量(F/R):24/24<br>減衰力(F/R):○/○,受注生産1.5ヶ月程度,,89000,2500,102100
