自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
スズキ,スイフトスポーツ,ZC31S,2005/9～2010/9,スポーツ,FF/1600,84960,,241473,616-62P-CBF-qq-e-f1-443,616-62P-CBF-qq-e-d-443,4996338073174,616 62P CBF,CUSCO,STREET ZERO,,7k(6・8・9)/4k(5・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-47～0/-53～-27,-40～-10/-40～-30,-30/-35,65/65,200/180,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,スイフトスポーツ,ZC32S,2011/12～2016/12,スポーツ,FF/1600,84960,,241717,619-62P-CBF-qq-e-f1-457,619-62P-CBF-qq-e-d-457,4996338076069,619 62P CBF,CUSCO,STREET ZERO,,6k(7・8・9)/4k(5・6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-79～0/-56～-28,-50～-25/-45～-30,-40/-40,65/65,200/180,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,スペーシア,MK32S,2013/3～,G/X/Xリミテッド/T,4WD/660・660T,84960,,241494,638-62P-CBF-qq-e-f1-1060,638-62P-CBF-qq-e-d-1060,4996338071040,638 62P CBF,CUSCO,STREET ZERO,,3.5k/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-10/-60・-50・-40・-30,-50～-20/-50・-40・-30,-30/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,スペーシア,MK32S,2013/3～,T,FF/660T<br>グレードTのみ取付可(G/X/Xリミテッド取付不可),84960,,241497,639-62P-CBF-qq-e-f1-1059,639-62P-CBF-qq-e-d-1059,4996338071057,639 62P CBF,CUSCO,STREET ZERO,,3.5k/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-10/-50・-40・-30,-50～-20/-50・-40・-30,-30/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,スペーシアカスタム,MK32S,2013/6～,GS/XS/XSリミテッド/TS,4WD/660・660T,84960,,241261,638-62P-CBF-qq-e-f1-1064,638-62P-CBF-qq-e-d-1064,4996338071040,638 62P CBF,CUSCO,STREET ZERO,,3.5k/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-10/-60・-50・-40・-30,-50～-20/-50・-40・-30,-30/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,スペーシアカスタム,MK32S,2013/6～,GS/XS/XSリミテッド/TS,FF/660・660T,84960,,241498,639-62P-CBF-qq-e-f1-1063,639-62P-CBF-qq-e-d-1063,4996338071057,639 62P CBF,CUSCO,STREET ZERO,,3.5k/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-10/-50・-40・-30,-50～-20/-50・-40・-30,-30/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ハスラー,MR31S/MR41S,2014/1～,A/G/Gターボ/X/Xターボ,4WD/660・660T,84960,,241911,621-62P-CBF-qq-e-f1-1070,621-62P-CBF-qq-e-d-1070,4996338071019,621 62P CBF,CUSCO,STREET ZERO,,4k(3.5・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-85～0/-35・-25・-15,-50～-20/-35・-25・-15,-35/-35,65/専用形状,200/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ハスラー,MR31S/MR41S,2014/1～,A/G/Gターボ/X/Xターボ,FF/660・660T,84960,,241476,621-62P-CBF-qq-e-f1-1071,621-62P-CBF-qq-e-d-1071,4996338071019,621 62P CBF,CUSCO,STREET ZERO,,4k(3.5・5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-85～0/-30・-20・-10,-45～-15/-30・-20・-10,-30/-30,65/専用形状,200/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ラパン,HE21S,2002/1～2008/11,G/X/X2/SS/ターボ,FF・4WD/660・660T<br>1型～6型,84960,,241233,613-62P-CBF-qq-e-f1-436,613-62P-CBF-qq-e-d-436,4996338071002,613 62P CBF,CUSCO,STREET ZERO,,3.5k(3・4)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-85～-5/-50～-20,-45～-10/-50～-20,-35/-45,65/-,200/-,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ラパン,HE22S,2008/11～2015/6,G/X/T,FF・4WD/660・660T,84960,,241257,632-62P-CBF-qq-e-f1-512,632-62P-CBF-qq-e-d-512,4996338071026,632 62P CBF,CUSCO,STREET ZERO,,5k(4)/4.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～0/-55・-45・-35,-40～-5/-45・-35,-35/-35,65/専用形状,200/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ランディ,SC25,2007/1～2010/11,S/G,FF/2000,87840,,241146,269-62P-CBLF-qq-e-f1-123,269-62P-CBLF-qq-e-d-123,4996338071187,269 62P CBLF,CUSCO,STREET ZERO,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～0/-50～-20(-30～0),-50～-10/-50～-20(-30～0),-35/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
スズキ,ランディ,SC26,2010/12～2016/8,S/G,FF/2000,87840,,241385,269-62P-CBLF-qq-e-f1-124,269-62P-CBLF-qq-e-d-124,4996338071187,269 62P CBLF,CUSCO,STREET ZERO,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-5/-60～-30(-40～-10),-55～-15/-60～-30(-40～-10),-35/-30,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
スズキ,ランディ,SNC26,2010/12～2016/8,,4WD/2000,87840,,241631,273-62P-CBF-qq-e-f1-135,273-62P-CBF-qq-e-d-135,4996338071200,273 62P CBF,CUSCO,STREET ZERO,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～-15/-80～-50,-45～-25/-80～-50,-40/-50,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
スズキ,ワゴンR,MH34S/MH44S,2012/9～2017/2,FX/FXリミテッド,FF/660,84960,,241258,633-62P-CBF-qq-e-f1-1106,633-62P-CBF-qq-e-d-1106,4996338071033,633 62P CBF,CUSCO,STREET ZERO,,4k(3.5・5)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-70～0/-60・-50・-40,-50～-20/-60・-50・-40,-40/-50,65/専用形状,200/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ワゴンR/ワゴンRハイブリッド,MH35S/MH55S,2017/2～,FA/ハイブリッドFX/ハイブリッドFZ,FF/660,84960,,241491,634-62P-CBF-qq-e-f1-518,634-62P-CBF-qq-e-d-518,4996338058157,634 62P CBF,CUSCO,STREET ZERO,,3.5k(4)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-60～0/-45～-20,-40～-15/-45～-25,-30/-35,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スズキ,ワゴンRスティングレー,MH23S,2008/9～2012/9,,FF/660・660T,84960,,241489,632-62P-CBF-qq-e-f1-513,632-62P-CBF-qq-e-d-513,4996338071026,632 62P CBF,CUSCO,STREET ZERO,,5k(4)/4.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～0/-60・-50・-40,-45～-10/-50・-40,-40/-50,65/専用形状,200/専用形状,全長調整式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スバル,BRZ,ZC6,2012/3～2016/7,RA/R/S/GT,FR/2000<br>前期モデル用 アプライドA-D,106560,,241588,965-61P-CN-qq-e-f1-1345,965-61P-CN-qq-e-d-1345,4996338098405,965 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,5k(6)/5K(6・7)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-35～0/-50～0(-65～0),-15～0/-35～0,-15/-25,65/65,180/180,全長調整式/全長調整式,赤,車高調整時、フォグランプの高さ(下端が地上から250mm以上)に注意が必要、純正-25mm辺りが参考限界値<br>オプションをご希望の場合、事前にお問合せください,,148000,115700
スバル,BRZ,ZC6,2016/8～,RA/R/S/GT,FR/2000<br>後期モデル用 アプライドE-,106560,,241824,966-61P-CN-qq-e-f1-900,966-61P-CN-qq-e-d-900,4996338078667,966 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7K(6・8・9)/6K(5・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-45～0/-65～0,-40～0/-35～0,-30/-35,65/65,レートによる/180,全長調整式/全長調整式,赤,フロントオプションレートスプリング6Kを装着した場合、フロントの推奨および最大車高調整幅が-25～0mmとなります<br>オプションをご希望の場合、事前にお問合せください,,148000,115700
スバル,WRX S4,VAG,2014/8～,2.0GT-S/2.0GT,4WD/2000T,87840,,241522,6A5-61P-CB-qq-e-f1-1332,6A5-61P-CB-qq-e-d-1332,4996338098818,6A5 61P CB,CUSCO,STREET ZERO,,6k(7・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-50～0/-45～-10,-30～0/-40～-15,-25/-30,65/65,レートによる/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,WRX STI,VAB,2014/8～,STI/STI タイプS,4WD/2000T,106560,,241518,6A1-61P-CN-qq-e-f1-1330,6A1-61P-CN-qq-e-d-1330,4996338098931,6A1 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7k(8・9・10)/8k(7・9・10)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-55～0/-25～0,-30～-10/-25～-5,-25/-25,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,インプレッサ,GC8,1992/11～2000/8,WRX/WRX-Sti/WRX-RA/WRX-Sti-RA/WRX-タイプR,4WD/2000T,113760,,241263,660-61P-CN-qq-e-f1-1317,660-61P-CN-qq-e-d-1317,4996338092410,660 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-65～0/-55～-5,-60～-20/-50～-10,-45/-45,65/65,レートによる/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,158000,125500
スバル,インプレッサ,GDB,2000/8～2002/10<br>2002/11～2004/5,WRX Sti/WRX Sti タイプA/WRX Sti タイプA スペックC/S202/WRX Sti/WRX Sti スペックC/S203,4WD/2000T<br>アプライドA～B/アプライドC～D(PCD100),113760,,241739,667-61P-CN-qq-e-f1-1310,667-61P-CN-qq-e-d-1310,4996338092434,667 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-70～0/-65～0,-50～-10/-45～-5,A～B:-40/-45<br>C～D:-35/-35,65/65,レートによる/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,158000,125500
スバル,インプレッサ,GDA,2000/8～2002/10<br>2002/11～2007/6,WRX/NB/NB-R,4WD/2000T<br>アプライドA～B/アプライドC～G(PCD100),113760,,241921,667-61P-CN-qq-e-f1-1308,667-61P-CN-qq-e-d-1308,4996338092434,667 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,A～B:-70～0/-70～0<br>C～G:-65～0/-60～0,A～B:-50～-10/-65～-20<br>C～G:-45～-5/-55～-10,A～B:-40(-45)/-45<br>C～G:-35/-35,65/65,レートによる/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,158000,125500
スバル,インプレッサ,GDB,2004/6～2007/6,WRX Sti/WRX Sti スペックC/S204/Aライン/RA-R,4WD/2000T<br>アプライドE～G(PCD114.3),113760,,241504,672-61P-CN-qq-e-f1-1262,672-61P-CN-qq-e-d-1262,4996338092458,672 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-53～0/-65～0,-50～-20/-60～-20,-35/-35,65/65,レートによる/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,158000,125500
スバル,インプレッサ,GRB/GRF,2007/10～2014/8,WRX Sti/Aライン,4WD/2000T・2500T,106560,,241753,692-61P-CN-qq-e-f1-1213,692-61P-CN-qq-e-d-1213,4996338092588,692 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7k(8・9・10・11・12)/6k(7・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-62～0/-51～0,-50～-20/-40～-15,-35/-35,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,インプレッサ,GH2/GH8,2007/6～2011/12,1.5i/1.5s/1.5iL/1.5is/S-GT,FF・4WD/1500・2000T,106560,,241511,691-61P-CN-qq-e-f1-1319,691-61P-CN-qq-e-d-1319,4996338092564,691 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7k(6・8・9)/7k(6・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-95～0/-40～0,-45～-15/-35～0,-20/-20,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,インプレッサ,GVB/GVF,2010/7～2014/8,WRX Sti/Aライン,4WD/2000T・2500T,106560,,241275,692-61P-CN-qq-e-f1-1205,692-61P-CN-qq-e-d-1205,4996338092588,692 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,7k(8・9・10・11・12)/6k(7・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-62～0/-56～-5,-50～-20/-45～-20,-35/-35,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,インプレッサスポーツ,GP7,2011/12～2016/10,2.0i/2.0i-S,4WD/2000,106560,,241278,694-61P-CN-qq-e-f1-1197,694-61P-CN-qq-e-d-1197,4996338092601,694 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,5k(6)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-75～0/-40～0(-35～0),-30～-10/-40～-20(-35～-15),-25/-30(-25),65/65,230/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,エクシーガ,YA4/YA5,2008/6～2015/3,2.0i/2.0i-L/2.0i-S/2.0GT,FF・4WD/2000・2000T,120960,,241274,688-61P-CP-qq-e-f1-1193,688-61P-CP-qq-e-d-1193,4996338092557,688 61P CP,CUSCO,STREET ZERO,ピロボール調整式/ピロボール固定式,8k(7・9)/7k(6・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-114～-5/-80～0,-70～-30/-60～-35,-60/-50,65/65,200/200,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,168000,132300
スバル,ジャスティ,M900F,2016/11～,,FF/1000,87840,,241369,1A6-62P-CBF-qq-e-f1-52,1A6-62P-CBF-qq-e-d-52,4996338074270,1A6 62P CBF,CUSCO,STREET ZERO,,3.5k(4・5)/2.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～0/-40～-15,-40～-10/-40～-20,-35/-30,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,122000,98000
スバル,ステラ/ステラカスタム,LA150F,2014/12～,L/G/GS/カスタムR/カスタムRS,FF/660・660T,84960,,241951,780-62P-CBF-qq-e-f1-1384,780-62P-CBF-qq-e-d-1384,4996338078544,780 62P CBF,CUSCO,STREET ZERO,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～-15/-45～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,95300
スバル,デックス,M401F,2008/11～2012/11,1.3i/1.3i-L/1.3i-S,FF/1300<br>フロントスタビリンクがショックアブソーバーに取付けられている車両は取付不可,99360,,241323,921-62P-CBF-qq-e-f1-1185,921-62P-CBF-qq-e-d-1185,4996338076717,921 62P CBF,CUSCO,STREET ZERO,,4k(5・6・7)/2.7k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-105～-15/-65～-40,-60～-20/-65～-40,-45/-45,65/専用形状,250/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,138000,108900
スバル,トレジア,NSP120X/NCP120X,2010/11～2016/3,I/I-L,FF/1300・1500,84960,,241822,962-62P-CBF-qq-e-f1-874,962-62P-CBF-qq-e-d-874,4996338078261,962 62P CBF,CUSCO,STREET ZERO,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-95～0/-60～-20,-70～-30/-40～-20,-50/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,118000,98300
スバル,フォレスター,SG5/SG9,2002/2～2007/12,XT/X20/X/Sti,4WD/2000・2000T・2500T,106560,,241745,676-61P-CN-qq-e-f1-1173,676-61P-CN-qq-e-d-1173,4996338092472,676 61P CN,CUSCO,STREET ZERO,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-115～0/-95～-5,-80～-35/-90～-25,-55/-65,65/65,レートによる/250,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,148000,118700
スバル,フォレスター,SH5/SH9,2007/12～2012/11,X/XS/XT,4WD/2000・2000T・2500T,87840,,241747,677-61P-CB-qq-e-f1-1169,677-61P-CB-qq-e-d-1169,4996338092496,677 61P CB,CUSCO,STREET ZERO,,6k(7・8)/5k(6・7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-130～-20/-65～-5,-80～-20/-65～-25,-55/-65,73/65,レートによる/レートによる,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,フォレスター,SJ5,2012/11～,2.0i/2.0i-L/2.0i-S,4WD/2000,87840,,241758,697-61P-CB-qq-e-f1-1167,697-61P-CB-qq-e-d-1167,4996338098474,697 61P CB,CUSCO,STREET ZERO,,6k(7・8)/5k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-129～-23/-80～-5,-55～-25/-80～-5,-45/-65,73/65,レートによる/230,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
スバル,フォレスター,SJG,2012/11～,2.0XT,4WD/2000T,87840,,241757,697-61P-CB-qq-e-f1-1165,697-61P-CB-qq-e-d-1165,4996338098474,697 61P CB,CUSCO,STREET ZERO,,6k(7・8)/5k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-134～-28/-75～0,-60～-30/-75～0,-50/-60,65/65,250/230,全長調整式/全長調整式,赤,オプションをご希望の場合、事前にお問合せください,,122000,101000
