自動車メーカー,車種,型式,年式,エンジン,ミッション,標準デフ,適合詳細,タイプ,販売価格,Camp価格,商品ID,物販コード,JANコード,メーカー品番,メーカー名,商品名,商品,取付位置,備考,注意事項,定価
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,83600,,296585,LSD-601-C-qq-e-f1-552k,4996338008923,LSD 601 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,83600,,300549,LSD-601-F-qq-e-f1-553k,4996338008909,LSD 601 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,2WAY,83600,,299027,LSD-601-F2-qq-e-f1-603k,4996338008916,LSD 601 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1.5WAY,83600,,299565,LSD-600-C15-qq-e-f1-517k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,83600,,300543,LSD-600-C-qq-e-f1-554k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,83600,,301063,LSD-600-F-qq-e-f1-555k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,2WAY,83600,,296581,LSD-600-F2-qq-e-f1-604k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1.5WAY,83600,,302060,LSD-600-C15-qq-e-f1-518k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,83600,,299569,LSD-600-F-qq-e-f1-557k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,83600,,300544,LSD-600-C-qq-e-f1-556k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,2WAY,83600,,299022,LSD-600-F2-qq-e-f1-605k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1.5WAY,83600,,301057,LSD-600-C15-qq-e-f1-519k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,83600,,297536,LSD-600-F-qq-e-f1-559k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,83600,,298070,LSD-600-C-qq-e-f1-558k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,2WAY,83600,,297538,LSD-600-F2-qq-e-f1-606k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1.5WAY,83600,,299016,LSD-600-C15-qq-e-f1-520k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,83600,,299021,LSD-600-F-qq-e-f1-561k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,83600,,299564,LSD-600-C-qq-e-f1-560k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,2WAY,83600,,296582,LSD-600-F2-qq-e-f1-607k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1.5WAY,83600,,297533,LSD-600-C15-qq-e-f1-521k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1WAY,83600,,296576,LSD-600-C-qq-e-f1-562k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1WAY,83600,,300547,LSD-600-F-qq-e-f1-563k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,2WAY,83600,,299571,LSD-600-F2-qq-e-f1-608k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1.5WAY,83600,,296590,LSD-601-C15-qq-e-f1-522k,4996338008930,LSD 601 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1WAY,83600,,296586,LSD-601-C-qq-e-f1-564k,4996338008923,LSD 601 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1WAY,83600,,300550,LSD-601-F-qq-e-f1-565k,4996338008909,LSD 601 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,2WAY,83600,,299585,LSD-601-F2-qq-e-f1-609k,4996338008916,LSD 601 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1.5WAY,83600,,299566,LSD-600-C15-qq-e-f1-523k,4996338008855,LSD 600 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1WAY,83600,,296577,LSD-600-C-qq-e-f1-566k,4996338008848,LSD 600 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1WAY,83600,,299570,LSD-600-F-qq-e-f1-567k,4996338008824,LSD 600 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,2WAY,83600,,299572,LSD-600-F2-qq-e-f1-610k,4996338008831,LSD 600 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,,,95000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1.5WAY,83600,,298574,LSD-750-C15-qq-e-f1-510k,4996338007094,LSD 750 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1WAY,83600,,297584,LSD-750-F-qq-e-f1-541k,4996338007063,LSD 750 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1WAY,83600,,302173,LSD-750-C-qq-e-f1-540k,4996338007087,LSD 750 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,2WAY,83600,,298581,LSD-750-F2-qq-e-f1-597k,4996338007070,LSD 750 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1.5WAY,83600,,298575,LSD-750-C15-qq-e-f1-534k,4996338007094,LSD 750 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1WAY,83600,,297579,LSD-750-C-qq-e-f1-585k,4996338007087,LSD 750 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1WAY,83600,,299062,LSD-750-F-qq-e-f1-586k,4996338007063,LSD 750 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,2WAY,83600,,297086,LSD-750-F2-qq-e-f1-624k,4996338007070,LSD 750 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1.5WAY,83600,,298576,LSD-750-C15-qq-e-f1-535k,4996338007094,LSD 750 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1WAY,83600,,297580,LSD-750-C-qq-e-f1-587k,4996338007087,LSD 750 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1WAY,83600,,298580,LSD-750-F-qq-e-f1-588k,4996338007063,LSD 750 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,2WAY,83600,,302177,LSD-750-F2-qq-e-f1-625k,4996338007070,LSD 750 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1.5WAY,83600,,298577,LSD-750-C15-qq-e-f1-536k,4996338007094,LSD 750 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1WAY,83600,,299060,LSD-750-C-qq-e-f1-589k,4996338007087,LSD 750 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1WAY,83600,,299063,LSD-750-F-qq-e-f1-590k,4996338007063,LSD 750 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,2WAY,83600,,297585,LSD-750-F2-qq-e-f1-626k,4996338007070,LSD 750 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1.5WAY,83600,,298573,LSD-750-C15-qq-e-f1-4545,4996338007094,LSD 750 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1WAY,83600,,301583,LSD-750-C-qq-e-f1-5057,4996338007087,LSD 750 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1WAY,83600,,302176,LSD-750-F-qq-e-f1-1287,4996338007063,LSD 750 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,2WAY,83600,,297085,LSD-750-F2-qq-e-f1-1780,4996338007070,LSD 750 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,付属パーツ:スペーサー,,95000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1.5WAY,123200,,298996,LSD-500-C15-qq-e-f1-524k,4996338007018,LSD 500 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1WAY,123200,,298552,LSD-500-F-qq-e-f1-569k,4996338008985,LSD 500 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1WAY,123200,,298995,LSD-500-C-qq-e-f1-568k,4996338007001,LSD 500 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,2WAY,123200,,297521,LSD-500-F2-qq-e-f1-611k,4996338008992,LSD 500 F2,CUSCO,軽トラ・軽バン専用LSD type-RS 2WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパーバン,U71V/U72V,,3G83,AT/MT,オープンデフ,NA<br>U71V:2WD/U72V:4WD,1.5WAY,123200,,302043,LSD-500-C15-qq-e-f1-525k,4996338007018,LSD 500 C15,CUSCO,軽トラ・軽バン専用LSD type-RS 1.5WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパーバン,U71V/U72V,,3G83,AT/MT,オープンデフ,NA<br>U71V:2WD/U72V:4WD,1WAY,123200,,297060,LSD-500-F-qq-e-f1-571k,4996338008985,LSD 500 F,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
日産,クリッパーバン,U71V/U72V,,3G83,AT/MT,オープンデフ,NA<br>U71V:2WD/U72V:4WD,1WAY,123200,,301560,LSD-500-C-qq-e-f1-570k,4996338007001,LSD 500 C,CUSCO,軽トラ・軽バン専用LSD type-RS 1WAY,軽トラ・軽バン専用LSD type-RS,リア,受注生産品,,140000
