自動車メーカー,車種,型式,年式,エンジン,ミッション,標準デフ,適合詳細,タイプ,販売価格,Camp価格,商品ID,物販コード,JANコード,メーカー品番,メーカー名,商品名,商品,取付位置,備考,注意事項,定価
スズキ,エブリイ,DA64V,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,82720,,297542,LSD-601-E-qq-e-f1-429k,4996338008947,LSD 601 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイ,DA64V,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,2WAY,82720,,297543,LSD-601-E2-qq-e-f1-481k,4996338008954,LSD 601 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA17W,2015/02～,R06A,AT,オープンデフ,NA/ターボ<br>2WD/4WD,1.5WAY,82720,,302063,LSD-601-B15-qq-e-f1-395k,4996338008978,LSD 601 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA17W,2015/02～,R06A,AT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,82720,,298075,LSD-601-B-qq-e-f1-430k,4996338008961,LSD 601 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA17W,2015/02～,R06A,AT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,82720,,302066,LSD-601-E-qq-e-f1-431k,4996338008947,LSD 601 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA17W,2015/02～,R06A,AT,オープンデフ,NA/ターボ<br>2WD/4WD,2WAY,82720,,296593,LSD-601-E2-qq-e-f1-482k,4996338008954,LSD 601 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1.5WAY,82720,,298077,LSD-601-B15-qq-e-f1-396k,4996338008978,LSD 601 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,82720,,296592,LSD-601-E-qq-e-f1-433k,4996338008947,LSD 601 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,1WAY,82720,,301066,LSD-601-B-qq-e-f1-432k,4996338008961,LSD 601 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,エブリイワゴン,DA64W,2005/08～2015/02,K6A,AT/MT,オープンデフ,NA/ターボ<br>2WD/4WD,2WAY,82720,,298079,LSD-601-E2-qq-e-f1-483k,4996338008954,LSD 601 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1.5WAY,82720,,297531,LSD-600-B15-qq-e-f1-397k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,82720,,299017,LSD-600-E-qq-e-f1-435k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,82720,,301054,LSD-600-B-qq-e-f1-434k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA16T,2014/04～,R06A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,2WAY,82720,,299567,LSD-600-E2-qq-e-f1-484k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1.5WAY,82720,,302058,LSD-600-B15-qq-e-f1-398k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,82720,,298068,LSD-600-B-qq-e-f1-436k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,82720,,301058,LSD-600-E-qq-e-f1-437k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,NA 2WD<br>デフロック車取付不可,2WAY,82720,,301060,LSD-600-E2-qq-e-f1-485k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1.5WAY,82720,,299013,LSD-600-B15-qq-e-f1-399k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,82720,,299018,LSD-600-E-qq-e-f1-439k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,1WAY,82720,,299562,LSD-600-B-qq-e-f1-438k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA62T,2001/09～2005/08,K6A,MT,オープンデフ,NA 2WD<br>デフロック車取付不可,2WAY,82720,,301061,LSD-600-E2-qq-e-f1-486k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1.5WAY,82720,,299014,LSD-600-B15-qq-e-f1-400k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,82720,,297530,LSD-600-B-qq-e-f1-440k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,1WAY,82720,,301059,LSD-600-E-qq-e-f1-441k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA63T,2002/05～2013/08,K6A,AT/MT,オープンデフ,NA 2WD/4WD<br>デフロック車取付不可,2WAY,82720,,298073,LSD-600-E2-qq-e-f1-487k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1.5WAY,82720,,301056,LSD-600-B15-qq-e-f1-401k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1WAY,82720,,296579,LSD-600-E-qq-e-f1-443k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,1WAY,82720,,302057,LSD-600-B-qq-e-f1-442k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DA65T,,K6A,MT,オープンデフ,NA 2WD/4WD<br>ショートホイールベース<br>農用仕様車不可<br>デフロック車取付不可,2WAY,82720,,302062,LSD-600-E2-qq-e-f1-488k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1.5WAY,82720,,302064,LSD-601-B15-qq-e-f1-402k,4996338008978,LSD 601 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1WAY,82720,,299024,LSD-601-B-qq-e-f1-444k,4996338008961,LSD 601 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,1WAY,82720,,299580,LSD-601-E-qq-e-f1-445k,4996338008947,LSD 601 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DB52T,1999/01～2001/09,F6A,AT/MT,オープンデフ,ターボ 4WD<br>デフロック車取付不可,2WAY,82720,,300548,LSD-601-E2-qq-e-f1-489k,4996338008954,LSD 601 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1.5WAY,82720,,299563,LSD-600-B15-qq-e-f1-403k,4996338008893,LSD 600 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1WAY,82720,,297534,LSD-600-E-qq-e-f1-447k,4996338008862,LSD 600 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,1WAY,82720,,301055,LSD-600-B-qq-e-f1-446k,4996338008886,LSD 600 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
スズキ,キャリイ,DD51T,1991/09～1998/12,F6A,AT/MT,オープンデフ,NA 4WD<br>デフロック車取付不可,2WAY,82720,,300546,LSD-600-E2-qq-e-f1-490k,4996338008879,LSD 600 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,,,94000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1.5WAY,82720,,301579,LSD-750-B15-qq-e-f1-390k,4996338007131,LSD 750 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1WAY,82720,,297581,LSD-750-E-qq-e-f1-421k,4996338007100,LSD 750 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,1WAY,82720,,299058,LSD-750-B-qq-e-f1-420k,4996338007124,LSD 750 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,アトレーワゴン,S321G/S331G,2007/08～,KF-DET,AT/MT,オープンデフ,ターボ<br>S321G:2WD/S331G:4WD,2WAY,82720,,300087,LSD-750-E2-qq-e-f1-477k,4996338007117,LSD 750 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1.5WAY,82720,,301580,LSD-750-B15-qq-e-f1-414k,4996338007131,LSD 750 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1WAY,82720,,300585,LSD-750-B-qq-e-f1-465k,4996338007124,LSD 750 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,1WAY,82720,,302174,LSD-750-E-qq-e-f1-466k,4996338007100,LSD 750 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットカーゴ,S321V/S331V,2007/12～,KF-VE,AT/MT,オープンデフ,NA<br>S321V:2WD/S331V:4WD,2WAY,82720,,297583,LSD-750-E2-qq-e-f1-504k,4996338007117,LSD 750 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1.5WAY,82720,,301581,LSD-750-B15-qq-e-f1-415k,4996338007131,LSD 750 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1WAY,82720,,299059,LSD-750-B-qq-e-f1-467k,4996338007124,LSD 750 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,1WAY,82720,,300587,LSD-750-E-qq-e-f1-468k,4996338007100,LSD 750 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S200P/S210P,2005/12～,EF-VE,AT/MT,オープンデフ,デフロック車取付不可,2WAY,82720,,302175,LSD-750-E2-qq-e-f1-505k,4996338007117,LSD 750 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1.5WAY,82720,,301582,LSD-750-B15-qq-e-f1-416k,4996338007131,LSD 750 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1WAY,82720,,297582,LSD-750-E-qq-e-f1-470k,4996338007100,LSD 750 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,1WAY,82720,,300586,LSD-750-B-qq-e-f1-469k,4996338007124,LSD 750 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S201P/S211P,,KF-VE,MT,オープンデフ,NA<br>S201P:2WD/S211P:4WD<br>農用仕様車不可<br>デフロック車取付不可,2WAY,82720,,300088,LSD-750-E2-qq-e-f1-506k,4996338007117,LSD 750 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1.5WAY,82720,,297083,LSD-750-B15-qq-e-f1-4544,4996338007131,LSD 750 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1WAY,82720,,298571,LSD-750-B-qq-e-f1-1285,4996338007124,LSD 750 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,1WAY,82720,,299061,LSD-750-E-qq-e-f1-3161,4996338007100,LSD 750 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
ダイハツ,ハイゼットトラック,S500P/S510P,,KF,AT/MT,オープンデフ,NA<br>S500P:2WD/S510P:4WD<br>デフロック車取付不可,2WAY,82720,,300086,LSD-750-E2-qq-e-f1-1778,4996338007117,LSD 750 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,付属パーツ:スペーサー,,94000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1.5WAY,123200,,298994,LSD-500-B15-qq-e-f1-404k,4996338007056,LSD 500 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1WAY,123200,,300056,LSD-500-B-qq-e-f1-448k,4996338007049,LSD 500 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,1WAY,123200,,301562,LSD-500-E-qq-e-f1-449k,4996338007025,LSD 500 E,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
日産,クリッパートラック,U71T/U72T,,3G83,AT/MT,オープンデフ,NA<br>U71T:2WD/U72T:4WD,2WAY,123200,,301563,LSD-500-E2-qq-e-f1-491k,4996338007032,LSD 500 E2,CUSCO,軽トラ・軽バン専用LSD type-MZ 2WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
日産,クリッパーバン,U71V/U72V,,3G83,AT/MT,オープンデフ,NA<br>U71V:2WD/U72V:4WD,1.5WAY,123200,,301558,LSD-500-B15-qq-e-f1-405k,4996338007056,LSD 500 B15,CUSCO,軽トラ・軽バン専用LSD type-MZ 1.5WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
日産,クリッパーバン,U71V/U72V,,3G83,AT/MT,オープンデフ,NA<br>U71V:2WD/U72V:4WD,1WAY,123200,,297057,LSD-500-B-qq-e-f1-450k,4996338007049,LSD 500 B,CUSCO,軽トラ・軽バン専用LSD type-MZ 1WAY,軽トラ・軽バン専用LSD type-MZ,リア,受注生産品,,140000
