自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
スズキ,ソリオ,MA15S,2011/1～2015/8,X/G/S,FF/1200,72000,,241499,642-62K-CBF-qq-e-f1-529,642-62K-CBF-qq-e-d-529,4996338076281,642 62K CBF,CUSCO,STREET,,4k(5・6)/3.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～-30/-50～15,-60～-30/-45～-15,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ハスラー,MR31S/MR41S,2014/1～,A/G/Gターボ/X/Xターボ,4WD/660・660T,72000,,241718,621-62K-CBF-qq-e-f1-901,621-62K-CBF-qq-e-d-901,4996338076038,621 62K CBF,CUSCO,STREET,,4k(5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-20/-35・-25・-15,-40～-20/-35・-25・-15,-35/-35,65/専用形状,200/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ハスラー,MR31S/MR41S,2014/1～,A/G/Gターボ/X/Xターボ,FF/660・660T,72000,,241475,621-62K-CBF-qq-e-f1-899,621-62K-CBF-qq-e-d-899,4996338076038,621 62K CBF,CUSCO,STREET,,4k(5)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-15/-30・-20・-10,-35～-15/-30・-20・-10,-30/-30,65/専用形状,200/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,パレット,MK21S,2008/1～2013/2,,FF・4WD/660・660T,72000,,241259,637-62K-CB-qq-e-f1-1072,637-62K-CB-qq-e-d-1072,4996338037657,637 62K CB,CUSCO,STREET,,5k(6)/3.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-65～-20/-40～-10,-50～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ラパン,HE21S,2002/1～2008/11,G/X/X2/SS/ターボ,FF・4WD/660・660T<br>1型～6型,72000,,241231,613-62K-CBF-qq-e-f1-432,613-62K-CBF-qq-e-d-432,4996338073143,613 62K CBF,CUSCO,STREET,,4k(5・6)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-80～-30/-50～-20,-55～-35/-50～-20,-40/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ラパン,HE22S,2008/11～2015/6,G/X/T,FF・4WD/660・660T,72000,,241916,632-62K-CBF-qq-e-f1-508,632-62K-CBF-qq-e-d-508,4996338076229,632 62K CBF,CUSCO,STREET,,5k(4・6)/4.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-20/-55・-45・-35,-50～20/-55・-45・-35,-40/-45,65/専用形状,200/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ランディ,SC25,2007/1～2010/11,S/G,FF/2000,72000,,241865,269-62K-CBF-qq-e-f1-1078,269-62K-CBF-qq-e-d-1078,4996338071163,269 62K CBF,CUSCO,STREET,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-63～-5/-50～-20,-45～-15/-50～-20,-35/-30,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ランディ,SC26,2010/12～2016/8,S/G,FF/2000,72000,,241622,269-62K-CBF-qq-e-f1-1082,269-62K-CBF-qq-e-d-1082,4996338071163,269 62K CBF,CUSCO,STREET,,6k/6.5k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-68～-10/-60～-30,-50～-20/-60～-30,-40/-30,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR,MC21S/MC11S,1998/10～2000/11,FX-T/RX/RR-F/RR,FF・4WD/660・660T<br>1～2型,72000,,241912,628-62K-CBF-qq-e-f1-476,628-62K-CBF-qq-e-d-476,4996338076090,628 62K CBF,CUSCO,STREET,,4k(5・6)/2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-70～-20/-45～-15,-45～-25/-45～-25,-30/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR,MC22S,2000/12～2002/3,FG/FM/RR,FF・4WD/660・660T<br>3～4型 前期,72000,,241722,628-62K-CBF-qq-e-f1-477,628-62K-CBF-qq-e-d-477,4996338076090,628 62K CBF,CUSCO,STREET,,4k(5・6)/2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-85～-35/-45～-15,-60～-40/-45～-15,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR,MC22S,2002/4～2002/8,FG/FM/RR,FF・4WD/660・660T<br>4型後期,72000,,241479,629-62K-CBF-qq-e-f1-1119,629-62K-CBF-qq-e-d-1119,4996338076113,629 62K CBF,CUSCO,STREET,,4k(5・6)/2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-85～-35/-45～-15,-60～-40/-45～-15,-45/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR,MH21S,2003/9～2004/11,FA/FX/FT/FS/RR/RR/DI,FF・4WD/660・660T<br>1～2型,72000,,241249,630-62K-CBF-qq-e-f1-487,630-62K-CBF-qq-e-d-487,4996338076137,630 62K CBF,CUSCO,STREET,,4k(5・6)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～-15/-50～-20,-50～-20/-50～-20,-30/-45,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR,MH34S/MH44S,2012/9～2017/2,FX/FXリミテッド,FF/660,72000,,241733,633-62K-CBF-qq-e-f1-1103,633-62K-CBF-qq-e-d-1103,4996338076243,633 62K CBF,CUSCO,STREET,,3k(3.5)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-30/-60・-50・-40,-50～-30/-60・-50・-40,-40/-50,専用形状/専用形状,専用形状/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンR/ワゴンRスティングレー,MH21S/MH22S,2004/12～2007/2<br>2007/2～2008/8,FA/FX/FT<br>X/T/DL/スティングレー,FF・4WD/660・660T<br>MH21S:3～4型,72000,,241487,631-62K-CBF-qq-e-f1-505,631-62K-CBF-qq-e-d-505,4996338076182,631 62K CBF,CUSCO,STREET,,4k(5・6)/2.2k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～-20/-45～-15,-50～-20/-45～-15,-35/-40,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スズキ,ワゴンRスティングレー,MH23S,2008/9～2012/9,,FF/660・660T,72000,,241255,632-62K-CBF-qq-e-f1-509,632-62K-CBF-qq-e-d-509,4996338076229,632 62K CBF,CUSCO,STREET,,5k(4・6)/4.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-60～-25/-60・-50・-40,-55～-25/-60・-50・-40,-45/-50,65/専用形状,200/専用形状,全長固定式/スペーサー調整式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,R1,RJ1/RJ2,2005/1～2010/3,R/i/S,FF・4WD/660・660SC,72000,,241735,645-62K-CB-qq-e-f1-1336,645-62K-CB-qq-e-d-1336,4996338037671,645 62K CB,CUSCO,STREET,,3.5k(4・5)/3k(3.5・4)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-45～-15/-40～-10,-45～-20/-40～-15,-35/-30,65/65,200/200,全長固定式/全長固定式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,R2,RC1/RC2,2003/12～2010/3,R/i/S/F,FF・4WD/660・660S,72000,,241734,645-62K-CB-qq-e-f1-1335,645-62K-CB-qq-e-d-1335,4996338037671,645 62K CB,CUSCO,STREET,,3.5k(4・5)/3k(3.5・4)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-50～-20/-50～-20,-50～-25/-50～-25,-40/-40,65/65,200/200,全長固定式/全長固定式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,ステラ,RN1/RN2,2006/6～2011/5,L/LX/カスタムR/カスタムRS,FF・4WD/660・660SC,72000,,241262,645-62K-CB-qq-e-f1-1334,645-62K-CB-qq-e-d-1334,4996338037671,645 62K CB,CUSCO,STREET,,3.5k(4・5)/3k(3.5・4)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-55～-25/-55～-25,-55～-30/-55～-30,-45/-45,65/65,200/200,全長固定式/全長固定式,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,ステラ/ステラカスタム,LA150F,2014/12～,L/G/GS/カスタムR/カスタムRS,FF/660・660T,72000,,241530,780-62K-CBF-qq-e-f1-663,780-62K-CBF-qq-e-d-663,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-5/-45～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,トレジア,NSP120X/NCP120X,2010/11～2016/3,I/I-L,FF/1300・1500,72000,,241963,901-62K-CBF-qq-e-f1-749,901-62K-CBF-qq-e-d-749,4996338076564,901 62K CBF,CUSCO,STREET,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-75～-40/-40～-8,-65～-40/-40～-15,-50/-40,専用形状/専用形状,専用形状/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,86000
スバル,プレオ,RA1/RA2,1998/10～2010/1,A/F/L/RS/FS/LS,FF・4WD/660・660SC,72000,,241736,647-62K-CB-qq-e-f1-1160,647-62K-CB-qq-e-d-1160,4996338037688,647 62K CB,CUSCO,STREET,,4k(5・6)/3k(3.5・4)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,,非対応/非対応,-30～0/-30～0,-30～0/-30～0,-30/-30,65/65,200/200,全長固定式/全長固定式,青,グレードRS(4輪ディスクブレーキ車)はフルバンプ時サイドブレーキ引きずりの為ワイヤー調整が必要<br>オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,プレオ/プレオカスタム,L275B/L275F,2010/4～,A/F/L/R,FF/660,72000,,241946,780-62K-CBF-qq-e-f1-668,780-62K-CBF-qq-e-d-668,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-10/-50～-15,-45～-25/-45～-15,-40/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,プレオプラス,LA300F,2012/12～2017/5,E/F/L/G,FF/660,72000,,241772,780-62K-CBF-qq-e-f1-669,780-62K-CBF-qq-e-d-669,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
スバル,ルクラ/ルクラカスタム,L455F,2010/4～2015/5,L/Lスペシャル/Lリミテッド/R/Rリミテッド/RS,FF/660・660T,72000,,241774,780-62K-CBF-qq-e-f1-676,780-62K-CBF-qq-e-d-676,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,コペンローブ,LA400K,2014/6～,,FF/660T,72000,,241761,776-62K-CBF-qq-e-f1-640,776-62K-CBF-qq-e-d-640,4996338076304,776 62K CBF,CUSCO,STREET,,4k(5)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-36～0/-18～0,-25～-10/-15～-5,-15/-15,65/専用形状,180/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,タント/タントカスタム,L375S,2007/12～2013/1,RS,FF/660・660T,72000,,241945,780-62K-CBF-qq-e-f1-664,780-62K-CBF-qq-e-d-664,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-80～-30/-60～-30,-70～-50/-55～-30,-60/-50,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,タント/タントカスタム,LA600S,2013/10～,L/L SA/X SA/G/G SA/RS/RS SA,FF/660・660T,72000,,241525,779-62K-CBF-qq-e-f1-643,779-62K-CBF-qq-e-d-643,4996338076311,779 62K CBF,CUSCO,STREET,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-70～-40/-80～-45,-60～-40/-70～-45,-45/-50,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,タントエグゼ/タントエグゼカスタム,L455S,2009/12～2014/10,X/G/RS,FF/660・660T,72000,,241770,780-62K-CBF-qq-e-f1-665,780-62K-CBF-qq-e-d-665,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ミラ,L275S,2006/12～,L/X/RS,FF/660・660T,72000,,241532,780-62K-CBF-qq-e-f1-670,780-62K-CBF-qq-e-d-670,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-10/-50～-15,-45～-25/-45～-15,-40/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ミライース,LA300S,2011/9～2017/5,D/L/X/G,FF/660,72000,,241533,780-62K-CBF-qq-e-f1-671,780-62K-CBF-qq-e-d-671,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,,,,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ムーヴ/ムーヴカスタム,L175S,2006/10～2010/12,L/X/R,FF/660,72000,,241289,780-62K-CBF-qq-e-f1-672,780-62K-CBF-qq-e-d-672,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～0/-45～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ムーヴ/ムーヴカスタム,LA100S,2010/12～2014/12,X/G/RS,FF/660・660T,72000,,241290,780-62K-CBF-qq-e-f1-673,780-62K-CBF-qq-e-d-673,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-45～0/-45～-10,-35～-15/-40～-10,-30/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ムーヴ/ムーヴカスタム,LA150S,2014/12～,L/L SA/X/X SA/Xターボ/カスタムX/カスタムRS,FF/660・660T,72000,,241773,780-62K-CBF-qq-e-f1-674,780-62K-CBF-qq-e-d-674,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-50～-5/-45～-10,-40～-20/-40～-10,-35/-30,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ムーヴキャンバス,LA800S,2016/9～,L/X/G,FF/660,72000,,241526,779-62K-CBF-qq-e-f1-644,779-62K-CBF-qq-e-d-644,4996338076311,779 62K CBF,CUSCO,STREET,,3.5k(4)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-55～-25/-50～-15,-45～-25/-40～-15,-30/-20,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,オプションをご希望の場合、事前にお問合せください,,100000,83000
ダイハツ,ムーヴコンテ/ムーヴコンテカスタム,L575S,2008/8～2017/3,RS,FF/660,72000,,241291,780-62K-CBF-qq-e-f1-675,780-62K-CBF-qq-e-d-675,4996338076328,780 62K CBF,CUSCO,STREET,,4k(5・6)/2.4k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,-/14,非対応/非対応,-65～-15/-45～-15,-55～-35/-45～-15,-45/-35,65/専用形状,200/専用形状,全長固定式/ネジスペーサー,青,フロントバンパーにフォグランプが装着されている車両は灯火類高さの保安基準に注意<br>オプションをご希望の場合、事前にお問合せください,,100000,83000
