自動車メーカー,車種,型式,年式,グレード,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,アッパーマウント(F/R),バネレート(F/R),減衰力調整(F/R),オーバーホール(F/R),最大車高調整幅(F/R),推奨車高調整幅(F/R),参考車高(F/R),内径(F/R),自由長(F/R),車高調整機構(F/R),仕様,備考,注意事項,定価,SET価格
スバル,インプレッサ,GRB/GRF,2007/10～2014/8,WRX Sti/Aライン,4WD/2000T・2500T,115200,,241752,692-61N-CN-qq-e-f1-1211,692-61N-CN-qq-e-d-1211,4996338029416,692 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7k(8・9・10・11・12)/6k(7・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-62～0/-51～0,-50～-20/-40～-15,-35/-35,65/65,200/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,インプレッサ,GH2/GH8,2007/6～2011/12,1.5i/1.5s/1.5iL/1.5is/S-GT,FF・4WD/1500・2000T,115200,,241510,691-61N-CN-qq-e-f1-1320,691-61N-CN-qq-e-d-1320,4996338029393,691 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7k(8・9)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-60～0/-50～0,-45～-15/-45～0,-20/-20,65/65,200/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,インプレッサ,GVB/GVF,2010/7～2014/8,WRX Sti/Aライン,4WD/2000T・2500T,115200,,241513,692-61N-CN-qq-e-f1-1203,692-61N-CN-qq-e-d-1203,4996338029416,692 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,7k(8・9・10・11・12)/6k(7・8・9・10・11)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-62～0/-56～-5,-50～-20/-45～-20,-35/-35,65/65,200/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,インプレッサスポーツ,GP7,2011/12～2016/10,2.0i/2.0i-S,4WD/2000,115200,,241929,694-61N-CN-qq-e-f1-1196,694-61N-CN-qq-e-d-1196,4996338029430,694 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,5k(6)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-75～0/-40～0(-35～0),-30～-10/-40～-20(-35～-15),-25/-30(-25),65/65,230/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,エクシーガ,YA4/YA5,2008/6～2015/3,2.0i/2.0i-L/2.0i-S/2.0GT,FF・4WD/2000・2000T,129600,,241751,688-61N-CP-qq-e-f1-1194,688-61N-CP-qq-e-d-1194,4996338029386,688 61N CP,CUSCO,STREET ZERO A,ピロボール調整式/ピロボール固定式,8k(7・9)/7k(6・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-90～0/-80～-5,-70～-30/-60～-35,-60/-50,65/65,200/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,180000,140400
スバル,トレジア,NSP120X/NCP120X,2010/11～2016/3,I/I-L,FF/1300・1500,100800,,241583,962-62N-CB-qq-e-f1-159,962-62N-CB-qq-e-d-159,4996338091086,962 62N CB,CUSCO,STREET ZERO A,,5k(6・7)/3.3k<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-93～0/-44～-15,-70～-30/-40～-20,-50/-40,専用形状/専用形状,専用形状/専用形状,全長調整式/ネジスペーサー,青,e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,140000,113200
スバル,フォレスター,SG5/SG9,2002/2～2007/12,XT/X20/X/Sti,4WD/2000・2000T・2500T,122400,,241744,676-61N-CN-qq-e-f1-1174,676-61N-CN-qq-e-d-1174,4996338029287,676 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,6k(5・7・8)/4k(3.5・5・6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-100～-35/-95～-15,-80～-35/-90～-25,-55/-65,65/65,レートによる/250,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1214)<br>オプションをご希望の場合、事前にお問合せください,,170000,133600
スバル,フォレスター,SH5/SH9,2007/12～2012/11,X/XS/XT,4WD/2000・2000T・2500T,115200,,241746,677-61N-CN-qq-e-f1-1170,677-61N-CN-qq-e-d-1170,4996338029317,677 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,6k(7・8)/5k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-130～-5/-80～-10,-75～-15/-75～-25,-50/-50,73/65,レートによる/230,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,フォレスター,SJ5,2012/11～,2.0i/2.0i-L/2.0i-S,4WD/2000,115200,,241930,697-61N-CN-qq-e-f1-1166,697-61N-CN-qq-e-d-1166,4996338029485,697 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,6k(7・8)/5k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-125～0/-90～-15,-50～-10/-90～-20,-45/-65,73/65,レートによる/230,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,フォレスター,SJG,2012/11～,2.0XT,4WD/2000T,115200,,241756,697-61N-CN-qq-e-f1-1164,697-61N-CN-qq-e-d-1164,4996338029485,697 61N CN,CUSCO,STREET ZERO A,ピロボール調整式/強化ゴム固定式,6k(7・8)/5k(6)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-130～-5/-85～-10,-55～-15/-85～-15,-50/-60,65/65,250/230,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,レヴォーグ,VM4,2014/6～,1.6GT/1.6GT/1.6GT-S,4WD/1600T,115200,,241934,6A5-61N-CN-qq-e-f1-1150,6A5-61N-CN-qq-e-d-1150,4996338098825,6A5 61N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k(7・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～0(-40～0)/-40～-5,-30～0/-35～-10,-25/-25,65/65,レートによる/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,レヴォーグ,VMG,2014/6～,2.0GT/2.0GT-S,4WD/2000T,115200,,241282,6A5-61N-CN-qq-e-f1-1148,6A5-61N-CN-qq-e-d-1148,4996338098825,6A5 61N CN,CUSCO,STREET ZERO A,純正形状ゴム製/強化ゴム固定式,6k(7・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-50～0(-40～0)/-50～-10,-30～0/-40～-15,-25/-30,65/65,レートによる/200,全長調整式/全長調整式,赤,e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,160000,126800
スバル,レガシィB4,BE5/BEE,1998/12～2003/5,RSK/RS,4WD/2000・2000T・3000,129600,,241267,681-61N-CP-qq-e-f1-1146,681-61N-CP-qq-e-d-1146,4996338029331,681 61N CP,CUSCO,STREET ZERO A,ピロボール調整式/ピロボール固定式,7k(8・9・10)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-85～-15/-60～0,-50～-25/-40～0,-40/-30,65/65,200/200,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,180000,140400
スバル,レガシィB4,BL5/BLE,2003/5～2009/5,2.0R/2.0GT/2.0GT スペックB,4WD/2000・2000T・3000<br>アプライドA～F,129600,,241750,685-61N-CP-qq-e-f1-1139,685-61N-CP-qq-e-d-1139,4996338029355,685 61N CP,CUSCO,STREET ZERO A,ピロボール調整式/ピロボール固定式,7k(6・8)/6k(7・8)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,対応/対応,-83～0/-67～0,-50～-10/-45～-15,-30/-35,65/65,200/200,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>e-con2対応(00B 60J 1014)<br>オプションをご希望の場合、事前にお問合せください,,180000,140400
スバル,レガシィツーリングワゴン,BH5/BH9,1998/6～2003/5,GT-B/TS-R/ブライトン/250T,4WD/2000・2000T・2500,129600,,241923,680-61N-CP-qq-e-f1-1136,680-61N-CP-qq-e-d-1136,4996338029324,680 61N CP,CUSCO,STREET ZERO A,ピロボール調整式/ピロボール固定式,6k(7・8・9)/6k(7・8・9)<br>バネレート変更をご希望の場合は、必ずご注文時にご希望のバネレートをお知らせください,40/40,非対応/非対応,-80～-15/-80～-10,-45～-20/-55～-10,-35/-40,65/65,レートによる/200,全長調整式/全長調整式,赤,リヤ装着時純正バンプラバー取外し必要<br>e-con2非対応<br>オプションをご希望の場合、事前にお問合せください,,180000,140400
