自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,SET価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,販売価格
スズキ,MRワゴン,MF21S,H13/12～H18/1,660,型式指定:11180(No.163580～)/11364(No.409138～)/12362(No.409138～)/12363(No.163580～),フロント,13800,,277741,SSS-EP441-qq-e-2441k,SSS-EP441-qq-e-d-2441k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,MRワゴン,MF22S,H18/1～H23/1,660,リアドラム,フロント,13800,,277742,SSS-EP441-qq-e-2442k,SSS-EP441-qq-e-d-2442k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,MRワゴン,MF33S,H23/1～H25/7,660,リアドラム,フロント,13800,,277743,SSS-EP441-qq-e-2443k,SSS-EP441-qq-e-d-2443k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,MRワゴン,MF33S,H25/7～H28/3,660,リアドラム,フロント,13800,,277744,SSS-EP441-qq-e-2444k,SSS-EP441-qq-e-d-2444k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,フロント,13800,,277417,SSS-EP401-qq-e-2436k,SSS-EP401-qq-e-d-2436k,4515693094015,EP401,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,SX4,YA11S/YA41S/YB11S/YB41S,H18/7～H26/11,1500～2000,,リア,13800,,276789,SSS-EP312-qq-e-7326k,SSS-EP312-qq-e-d-7326k,4515693093124,EP312,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,SX4,YC11S,H21/5～H26/11,1500,,フロント,13800,,277418,SSS-EP401-qq-e-2437k,SSS-EP401-qq-e-d-2437k,4515693094015,EP401,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト,HA24S,H18/1～H21/12,660,EII,フロント,13800,,277737,SSS-EP441-qq-e-2427k,SSS-EP441-qq-e-d-2427k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CL22V,H2/3～H6/9,660,FF・NA,フロント,13800,,276283,SSS-EP259-qq-e-210k,SSS-EP259-qq-e-d-210k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・DOHCターボ・3型・No.100001～250000,フロント,13800,,276086,SSS-EP237-qq-e-2420k,SSS-EP237-qq-e-d-2420k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・DOHCターボ・3型・No.100001～250000,リア,13800,,276544,SSS-EP286-qq-e-7320k,SSS-EP286-qq-e-d-7320k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・NA・4型・No.250001～,フロント,13800,,276285,SSS-EP259-qq-e-212k,SSS-EP259-qq-e-d-212k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHC・DOHCターボ・4型・No.250001～,フロント,13800,,276087,SSS-EP237-qq-e-2421k,SSS-EP237-qq-e-d-2421k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHC・DOHCターボ・4型・No.250001～,リア,13800,,276545,SSS-EP286-qq-e-7321k,SSS-EP286-qq-e-d-7321k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CR22S,H2/3～H6/9,660,FF・SOHCターボ・NA・3型・No.100001～250000,フロント,13800,,276284,SSS-EP259-qq-e-211k,SSS-EP259-qq-e-d-211k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・DOHCターボ・3ドア・3型・No.100001～250000,フロント,13800,,276088,SSS-EP237-qq-e-2422k,SSS-EP237-qq-e-d-2422k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・DOHCターボ・3ドア・3型・No.100001～250000,リア,13800,,276546,SSS-EP286-qq-e-7322k,SSS-EP286-qq-e-d-7322k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・NA・3ドア・4型・No.250001～,フロント,13800,,276286,SSS-EP259-qq-e-213k,SSS-EP259-qq-e-d-213k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・NA・5ドア・4型・No.800001～,フロント,13800,,276287,SSS-EP259-qq-e-214k,SSS-EP259-qq-e-d-214k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・SOHC・DOHCターボ・3ドア・4型・No.250001～,フロント,13800,,276089,SSS-EP237-qq-e-2423k,SSS-EP237-qq-e-d-2423k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトハッスル,CS22S,H2/3～H6/9,660,4WD・SOHC・DOHCターボ・3ドア・4型・No.250001～,リア,13800,,276547,SSS-EP286-qq-e-7323k,SSS-EP286-qq-e-d-7323k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトワークス,HA22S,H10/10～H17/1,660,ワークス・RS/Z・4輪ディスク,フロント,13800,,277056,SSS-EP361-qq-e-2426k,SSS-EP361-qq-e-d-2426k,4515693093612,EP361,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルト/アルトワークス,HA22S,H10/10～H17/1,660,ワークス・RS/Z・4輪ディスク,リア,13800,,275930,SSS-EP210-qq-e-7325k,SSS-EP210-qq-e-d-7325k,4515693092103,EP210,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトハッスル,CL22V/CR22S,H3/11～H10/10,660,2WD,フロント,13800,,276288,SSS-EP259-qq-e-215k,SSS-EP259-qq-e-d-215k,4515693092592,EP259,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.100001～140000/300001～420000/900001～920000),フロント,13800,,277057,SSS-EP361-qq-e-2429k,SSS-EP361-qq-e-d-2429k,4515693093612,EP361,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.140001～161593/420001～519297/920001～950000),フロント,13800,,277058,SSS-EP361-qq-e-2430k,SSS-EP361-qq-e-d-2430k,4515693093612,EP361,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.480001～519297/150001～161593),フロント,13800,,277059,SSS-EP361-qq-e-2431k,SSS-EP361-qq-e-d-2431k,4515693093612,EP361,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE21S,H14/1～H20/11,660,リアドラム(No.9500001～/519298～/161594～),フロント,13800,,277738,SSS-EP441-qq-e-2432k,SSS-EP441-qq-e-d-2432k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE22S,H20/11～,660,,フロント,13800,,277739,SSS-EP441-qq-e-2433k,SSS-EP441-qq-e-d-2433k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトラパン,HE33S,H27/6～,660,,フロント,13800,,278160,SSS-EP516-qq-e-2434k,SSS-EP516-qq-e-d-2434k,4515693095166,EP516,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトワークス,HA11S/HB11S,H6/9～H10/10,660,リアドラム,フロント,13800,,276090,SSS-EP237-qq-e-2424k,SSS-EP237-qq-e-d-2424k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトワークス,HA11S/HB11S/HA21S/HB21S,H6/9～H10/10,660,4輪ディスク,フロント,13800,,276091,SSS-EP237-qq-e-2425k,SSS-EP237-qq-e-d-2425k,4515693092370,EP237,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトワークス,HA11S/HB11S/HA21S/HB21S,H6/9～H10/10,660,4輪ディスク,リア,13800,,276548,SSS-EP286-qq-e-7324k,SSS-EP286-qq-e-d-7324k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,アルトワークス,HA36S,H27/12～,660,,フロント,13800,,277301,SSS-EP387-qq-e-2428k,SSS-EP387-qq-e-d-2428k,4515693093872,EP387,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,イグニス,FF21S,H26/12～,1300,,フロント,13800,,277302,SSS-EP387-qq-e-2435k,SSS-EP387-qq-e-d-2435k,4515693093872,EP387,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,エスクード/エスクードノマド,TD01W,H2/10～H7/5,1600,4ドア・2/3/4型・No.100001～250000,フロント,13800,,276881,SSS-EP339-qq-e-216k,SSS-EP339-qq-e-d-216k,4515693093391,EP339,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,エスクード/エスクードノマド,TD01W,H7/5～,1600,4ドア・5型・No.250001～,フロント,13800,,276882,SSS-EP339-qq-e-217k,SSS-EP339-qq-e-d-217k,4515693093391,EP339,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,エスクード/エスクードノマド,YD21S/YE21S,H27/10～,1600,,リア,13800,,278036,SSS-EP488-qq-e-7327k,SSS-EP488-qq-e-d-7327k,4515693094886,EP488,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,エブリイワゴン,DA64W,H20/4～H27/2,660,,フロント,13800,,277740,SSS-EP441-qq-e-2438k,SSS-EP441-qq-e-d-2438k,4515693094411,EP441,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カプチーノ,EA11R/EA21R,H3/11～H10/10,660,,フロント,13800,,275860,SSS-EP179-qq-e-218k,SSS-EP179-qq-e-d-218k,4515693091793,EP179,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カプチーノ,EA11R/EA21R,H3/11～H10/10,660,,リア,13800,,276549,SSS-EP286-qq-e-7328k,SSS-EP286-qq-e-d-7328k,4515693092868,EP286,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AA34S/AF34S,S63/9～H10/7,1300～,DOHC・GT-i・4輪ディスク,フロント,13800,,275789,SSS-EP164-qq-e-221k,SSS-EP164-qq-e-d-221k,4515693091649,EP164,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AA34S/AF34S,S63/9～H10/7,1300～,DOHC・GT-i・4輪ディスク,リア,13800,,275661,SSS-EP092-qq-e-562k,SSS-EP092-qq-e-d-562k,4515693090925,EP092,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AA34S/AF34S,S63/9～H10/7,1300～,DOHC・GT-i除く・リアドラム,フロント,13800,,276253,SSS-EP256-qq-e-220k,SSS-EP256-qq-e-d-220k,4515693092554,EP256,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタス/カルタスエスティーム/カルタスクレセント,AK34S,S63/9～H10/7,,,フロント,13800,,275788,SSS-EP164-qq-e-219k,SSS-EP164-qq-e-d-219k,4515693091649,EP164,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタスエスティーム,AH14S/AH64S/AJ14S/AJ64S,H1/6～H10/7,1500～1600,,フロント,13800,,275861,SSS-EP179-qq-e-222k,SSS-EP179-qq-e-d-222k,4515693091793,EP179,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,カルタスクレセント,GA11S,H7/1～H13/11,1300,,フロント,13800,,276254,SSS-EP256-qq-e-223k,SSS-EP256-qq-e-d-223k,4515693092554,EP256,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,キザシ,RE91S/RF91S,H21/10～,2400,,フロント,13800,,277889,SSS-EP468-qq-e-2445k,SSS-EP468-qq-e-d-2445k,4515693094688,EP468,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
スズキ,キザシ,RE91S/RF91S,H21/10～,2400,,リア,13800,,276790,SSS-EP312-qq-e-7329k,SSS-EP312-qq-e-d-7329k,4515693093124,EP312,ENDLESS,ブレーキパッド,SSS,低ダストタイプ<br>ローター適正温度域:0～480℃<br>平均摩擦係数:0.38～0.45<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング,,ダスト量は使用環境・走行ステージ等によって変化します,16000,11786
