自動車メーカー,車種,型式,年式,適合詳細,スプリング,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,備考,注意事項,定価,SET価格,,取付特記事項
スズキ,MRワゴン,MF21S,04/12～,"グレード:除くスポーツ,Aリミテッド<br>駆動:FF<br>その他:リヤ純正品番…41800-73HA0/-73HB0,2型",スプリング無,41523,,74610,KYB-qq-e-i-3386,KYB-qq-e-d-i-3386,フロント:WST5243R/WST5243L 各1本<br>リア:WSF1042 2本,KYB,Lowfer Sports,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73HA0/73HB0/73H00(減衰力標準仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,MRワゴン,MF33S,11/02～,"グレード:G,X<br>エンジン種別:NA<br>エンジン形式:R06A<br>駆動:FF",スプリング付,41950,,74421,LKIT-MF33NA-qq-e-375,LKIT-MF33NA-qq-e-d-375,LKIT-MF33NA,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,MRワゴン,MF33S,11/02～,"グレード:G,X<br>エンジン種別:NA<br>エンジン形式:R06A<br>駆動:FF",スプリング無,41523,,73562,KYB-qq-e-i-3388,KYB-qq-e-d-i-3388,フロント:WST5468R/WST5468L 各1本<br>リア:WSF1133 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,MRワゴン,MF33S,11/02～,"グレード:T,G,X<br>エンジン種別:ターボ,NA<br>エンジン形式:R06A<br>駆動:4WD",スプリング無,41523,,73563,KYB-qq-e-i-3389,KYB-qq-e-d-i-3389,フロント:WST5468R/WST5468L 各1本<br>リア:WSF1133 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,MRワゴン,MF33S,11/02～,グレード:T<br>エンジン種別:ターボ<br>エンジン形式:R06A<br>駆動:FF,スプリング付,41950,,73394,LKIT-MF33TB-qq-e-374,LKIT-MF33TB-qq-e-d-374,LKIT-MF33TB,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,MRワゴン,MF33S,11/02～,グレード:T<br>エンジン種別:ターボ<br>エンジン形式:R06A<br>駆動:FF,スプリング無,41523,,70738,KYB-qq-e-i-3390,KYB-qq-e-d-i-3390,フロント:WST5468R/WST5468L 各1本<br>リア:WSF1133 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,SX4,YA11S,06/07～,"グレード:E,G,XG<br>エンジン形式:M15A<br>駆動:FF",スプリング付,50176,,73411,LKIT-YA11S-qq-e-376,LKIT-YA11S-qq-e-d-376,LKIT-YA11S,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,78000,64200,,
スズキ,SX4,YA11S,06/07～,"グレード:E,G,XG<br>エンジン形式:M15A<br>駆動:FF",スプリング無,48593,,73564,KYB-qq-e-i-3391,KYB-qq-e-d-i-3391,フロント:WST5347R/WST5347L 各1本<br>リア:WSF1084 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,75400,62600,,
スズキ,SX4,YB11S,06/07～,"グレード:E,G,XG<br>エンジン形式:M15A<br>駆動:4WD",スプリング無,48593,,73565,KYB-qq-e-i-3392,KYB-qq-e-d-i-3392,フロント:WST5347R/WST5347L 各1本<br>リア:WSF1084 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,75400,62600,,
スズキ,アルト,HA25S,09/12～,"グレード:F,G,X<br>駆動:FF",スプリング無,41523,,70739,KYB-qq-e-i-3393,KYB-qq-e-d-i-3393,フロント:WST5439R/WST5439L 各1本<br>リア:WSF1105 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,アルト,HA25S,09/12～,"グレード:F,G4<br>駆動:4WD",スプリング無,41523,,71244,KYB-qq-e-i-3394,KYB-qq-e-d-i-3394,フロント:WST5439R/WST5439L 各1本<br>リア:WSF1105 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,アルト,HA36S,14/12～,"グレード:X,S,L,F<br>駆動:2WD",スプリング付,41950,,74407,LKIT-HAB36S-qq-e-619,LKIT-HAB36S-qq-e-d-619,LKIT-HAB36S,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,アルト,HA36S,14/12～,"グレード:X,S,L,F<br>駆動:2WD",スプリング無,41523,,73612,KYB-qq-e-i-4214,KYB-qq-e-d-i-4214,フロント:WST5659R/WST5659L 各1本<br>リア:WSF1267 2本,KYB,Lowfer Sports,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,アルト,HA36S,15/03～16/08,グレード:ターボRS<br>駆動:2WD,スプリング付,41950,,74405,LKIT-HA36RS-qq-e-377,LKIT-HA36RS-qq-e-d-377,LKIT-HA36RS,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,アルト,HA36S,15/03～16/08,グレード:ターボRS<br>駆動:4WD,スプリング付,41950,,73387,LKIT-HA36RS4-qq-e-617,LKIT-HA36RS4-qq-e-d-617,LKIT-HA36RS4,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,アルト,HA36S,16/08～,グレード:ターボRS<br>駆動:2WD,スプリング付,41950,,72366,LKIT-HA36RS2B-qq-e-616,LKIT-HA36RS2B-qq-e-d-616,LKIT-HA36RS2B,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,アルト,HA36S,16/08～,グレード:ターボRS<br>駆動:2WD,スプリング無,41523,,73070,KYB-qq-e-i-4211,KYB-qq-e-d-i-4211,フロント:WST5628BR/WST5628BL 各1本<br>リア:WSF1267 2本,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,アルト,HA36S,16/08～,グレード:ターボRS<br>駆動:4WD,スプリング付,41950,,72864,LKIT-HA36RS4B-qq-e-618,LKIT-HA36RS4B-qq-e-d-618,LKIT-HA36RS4B,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
スズキ,アルト,HA36S,16/08～,グレード:ターボRS<br>駆動:4WD,スプリング無,41523,,74145,KYB-qq-e-i-4213,KYB-qq-e-d-i-4213,フロント:WST5628BR/WST5628BL 各1本<br>リア:WSF1299 2本,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,63800,55200,,
スズキ,アルトワークス,HA36S,15/12～16/08,駆動:2WD,スプリング付,41950,,73883,LKIT-HA36W2-qq-e-620,LKIT-HA36W2-qq-e-d-620,LKIT-HA36W2,KYB,Lowfer Sports,1台分,純正品番確認,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,64500,55700,,
