自動車メーカー,車種,型式,年式,適合詳細,備考,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,ストリートトップマウント(F/R),バネレート(F/R),仕様,注意事項,定価,取付売価
ACURA,インテグラ,DC2,93～01 ,シングルカム<br>リア:フォーク,,163072,,169234,D-AC-09-qq-e-50,出さない,D-AC-09,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/アルミ,16.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,208000,出さない
ACURA,インテグラ,DC2,93～01 ,ツインカム<br>リア:アイ,,163072,,169230,D-AC-08-qq-e-51,出さない,D-AC-08,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/アルミ,16.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,208000,出さない
ACURA,インテグラ,DC2,93～01 ,ツインカム<br>リア:フォーク,,163072,,169244,D-AC-10-qq-e-778,出さない,D-AC-10,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/アルミ,16.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,208000,出さない
ALFAROMEO,147,,00～10,4気筒,,241472,,168761,D-AL-03-qq-e-75,D-AL-03-qq-e-d-75,D-AL-03,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,147,,00～10,6気筒,,241472,,168763,D-AL-04-qq-e-74,D-AL-04-qq-e-d-74,D-AL-04,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,156,,97～07,4気筒,,241472,,168765,D-AL-07-qq-e-77,D-AL-07-qq-e-d-77,D-AL-07,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,156,,97～07,6気筒,,241472,,168767,D-AL-08-qq-e-76,D-AL-08-qq-e-d-76,D-AL-08,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,156GTA,,02～05,,,241472,,169038,D-AL-09-qq-e-1043k,D-AL-09-qq-e-d-1043k,D-AL-09,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,GT,,03～UP,4気筒,,241472,,168770,D-AL-11-qq-e-78,D-AL-11-qq-e-d-78,D-AL-11,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,312200
ALFAROMEO,GT,,03～UP,6気筒,,241472,,169270,D-AL-12-qq-e-79,出さない,D-AL-12,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/純正,16.0/7.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,A3,8L,96～03,2WD<br>ショック差込径φ50,,186592,,169273,D-AU-02-qq-e-141,出さない,D-AU-02,D2JAPAN,サスペンションシステム ラリーアスファルト,純正/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
AUDI,A3,8V1,12～UP,2WD<br>ショック差込径Φ50<br>リア:マルチリンクサスペンション<br>リア:一体型,,241472,,169284,D-AU-13-5-qq-e-140,出さない,D-AU-13-5,D2JAPAN,サスペンションシステム ラリーアスファルト,,12.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,A3,8V1,12～UP,2WD<br>ショック差込径Φ55<br>リア:マルチリンクサスペンション<br>リア:一体型,,241472,,169286,D-AU-13-6-qq-e-136,出さない,D-AU-13-6,D2JAPAN,サスペンションシステム ラリーアスファルト,,12.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,A3 MK2 ハッチ,3D 8P1,03～12,2WD<br>ショック差込径φ50,,186592,,169054,D-AU-11-qq-e-143,D-AU-11-qq-e-d-143,D-AU-11,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ,3D 8P1,03～12,2WD<br>ショック差込径φ55,,186592,,169056,D-AU-12-qq-e-135,D-AU-12-qq-e-d-135,D-AU-12,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ,5D 8PA,04～12,2WD<br>ショック差込径φ50,,186592,,169046,D-AU-07-qq-e-137,D-AU-07-qq-e-d-137,D-AU-07,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/9.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ,5D 8PA,04～12,2WD<br>ショック差込径φ55,,186592,,169047,D-AU-08-qq-e-138,D-AU-08-qq-e-d-138,D-AU-08,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/9.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ クアトロ,3D 8P1,03～12,ショック差込径φ50,,186592,,169049,D-AU-09-qq-e-142,D-AU-09-qq-e-d-142,D-AU-09,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ クアトロ,3D 8P1,03～12,"ショック差込径φ55 	",,186592,,169051,D-AU-10-qq-e-139,D-AU-10-qq-e-d-139,D-AU-10,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ クアトロ,5D 8PA,04～12,ショック差込径φ50,,186592,,169041,D-AU-05-qq-e-134,D-AU-05-qq-e-d-134,D-AU-05,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/9.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 MK2 ハッチ クアトロ,5D 8PA,04～12,ショック差込径φ55,,186592,,169043,D-AU-06-qq-e-144,D-AU-06-qq-e-d-144,D-AU-06,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/9.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,254200
AUDI,A3 スポーツバック,8VA,12～UP,2WD<br>ショック差込径φ50<br>リア:マルチリンクサスペンション<br>リア:一体型,,241472,,170669,D-AU-13-7-qq-e-1044k,出さない,D-AU-13-7,D2JAPAN,サスペンションシステム ラリーアスファルト,,12.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,A3 スポーツバック,8VA,12～UP,2WD<br>ショック差込径φ55<br>リア:マルチリンクサスペンション<br>リア:一体型,,241472,,170670,D-AU-13-8-qq-e-1045k,出さない,D-AU-13-8,D2JAPAN,サスペンションシステム ラリーアスファルト,,12.0/8.7,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,A4,B5,95～00,2WD,,241472,,169290,D-AU-14-qq-e-145,出さない,D-AU-14,D2JAPAN,サスペンションシステム ラリーアスファルト,アルミ/アルミ,14.0/7.2,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,Q3 クアトロ,,12～UP,ショック差込径φ55,,186592,,170672,D-AU-44-1-qq-e-1047k,出さない,D-AU-44-1,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/6.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
AUDI,S1 スポーツバック,,14～UP,リア:一体型,キャンセレーションキット対応,241472,,170671,D-AU-43-1-qq-e-1046k,出さない,D-AU-43-1,D2JAPAN,サスペンションシステム ラリーアスファルト,,12.0/7.2,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,308000,出さない
AUDI,TT,,06～14,2WD<br>ショック差込径φ55,,186592,,169317,D-AU-40-qq-e-147,出さない,D-AU-40,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/9.5,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
AUDI,TT,,98～06,2WD<br>ショック差込径φ50,,186592,,169314,D-AU-38-qq-e-146,出さない,D-AU-38,D2JAPAN,サスペンションシステム ラリーアスファルト,純正/純正,12.0/8.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
BMW,1M クーペ,,10～12,,,288512,,169489,D-BM-67-qq-e-409,出さない,D-BM-67,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,368000,出さない
BMW,1シリーズ E81,,07～11,4気筒,,186592,,168777,D-BM-01-qq-e-411,D-BM-01-qq-e-d-411,D-BM-01,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,249200
BMW,1シリーズ E81,,07～11,6気筒,,186592,,168781,D-BM-02-qq-e-410,D-BM-02-qq-e-d-410,D-BM-02,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,249200
BMW,1シリーズ E82,,07～12,4気筒,,186592,,169322,D-BM-03-qq-e-413,出さない,D-BM-03,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
BMW,1シリーズ E82,,07～12,6気筒,,186592,,169326,D-BM-04-qq-e-412,出さない,D-BM-04,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,出さない
BMW,1シリーズ E87,,04～11,4気筒,,186592,,168785,D-BM-05-qq-e-414,D-BM-05-qq-e-d-414,D-BM-05,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,249200
BMW,1シリーズ E87,,04～11,6気筒,,186592,,168789,D-BM-06-qq-e-415,D-BM-06-qq-e-d-415,D-BM-06,D2JAPAN,サスペンションシステム ラリーアスファルト,ピロボール+ラバー/純正,12.0/14.0,フルタップ全長調整式<br>減衰36段調整式<br>鉄チューブアルミブラケット(紫アルマイト)<br>ブレーキホースブラケット<br>アッパーマウントアルミ<br>ストラット車ピロUPマウント付,スプリングレート変更ご希望の場合には、ご注文前にお問い合わせください<br>一部車種では車高調整機能が無い、もしくは全長調整式では無い場合があります<br>ご不明な点はメーカーまでお問合せ下さい,238000,249200
