自動車メーカー,車種,型式,グレード,年式,ダウン量 mm(F/R),販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,エンジン,駆動方式,適合詳細,スプリングレート Kgf/mm(F/R),自由長 mm(F/R),備考,注意事項,定価,SET価格
スズキ,スペーシアカスタム,MK32S,TS/XS/GS,2013/06～2015/04,-35/-40,15420,,263028,SKUA0-K1B00-qq-e-189,SKUA0-K1B00-qq-e-d-189,4571104666998,SKUA0-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,2.5/2.1,259/215,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,スペーシアカスタム,MK53S,ハイブリッドXS ターボ/ハイブリッドXS,2017/12～,-25/-20,14888,,263081,SKUD0-K1B00-qq-e-3k,SKUD0-K1B00-qq-e-d-3k,4589533470000,SKUD0-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.2/2.7,239/234,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26000,31900
スズキ,パレット,MK21S,TS/T/XS/X/G,2008/01～2013/02,-35/-30,15685,,263015,SKU70-K1B00-qq-e-214,SKU70-K1B00-qq-e-d-214,4571104666059,SKU70-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.5/2.1,272/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27500,32900
スズキ,パレットSW,MK21S,TS/XS/GS,2009/09～2013/02,-35/-30,15685,,263016,SKU70-K1B00-qq-e-215,SKU70-K1B00-qq-e-d-215,4571104666059,SKU70-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.5/2.1,272/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27500,32900
スズキ,ラパン,HE21S,G/X/X2,2002/01～2008/11,-45/-25,15154,,263001,SKU20-K1B00-qq-e-190,SKU20-K1B00-qq-e-d-190,4571104665045,SKU20-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,グレード:SSへの取付は不可,2.9/2.5,264/248,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26500,32300
スズキ,ラパン,HE22S,T/T Lパッケージ,2008/11～2015/05,-55/-30,15420,,263020,SKU74-K1B00-qq-e-192,SKU74-K1B00-qq-e-d-192,4571104666110,SKU74-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.8/2.2,251/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンR,MH21S,FA/FX/FT/FS/RR/RR-DI,2003/10～2004/12,-45/-40,15154,,263007,SKU24-K1B00-qq-e-199,SKU24-K1B00-qq-e-d-199,4571104665069,SKU24-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.3/2.9,250/240,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26500,32300
スズキ,ワゴンR,MH21S,FA/FX/FT/FS/RR/RR-DI,2004/12～2007/05,-45/-40,15154,,263073,SKU24-K1B00-qq-e-198,SKU24-K1B00-qq-e-d-198,4571104665069,SKU24-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.3/2.9,250/240,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26500,32300
スズキ,ワゴンR,MH22S,FA/FX/FC/RR-DI,2007/05～2008/09,-45/-40,15154,,263008,SKU24-K1B00-qq-e-200,SKU24-K1B00-qq-e-d-200,4571104665069,SKU24-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.3/2.9,250/240,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26500,32300
スズキ,ワゴンR,MH23S,FTリミテッド/FXリミテッド/FX/FA,2008/09～2012/09,-40/-40,15420,,263021,SKU74-K1B00-qq-e-201,SKU74-K1B00-qq-e-d-201,4571104666110,SKU74-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.8/2.2,251/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンR,MH34S,FX/FXリミテッド,2012/09～2017/01,-40/-40,15420,,262865,SKK34-K1B00-qq-e-203,SKK34-K1B00-qq-e-d-203,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンR,MH34S,FX/FXリミテッド,2012/09～2017/01,-40/-30,15420,,263048,SKK34-K1B00-qq-e-204,SKK34-K1B00-qq-e-d-204,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンR,MH44S,FZ,2014/08～2017/01,-40/-35,15420,,262866,SKK34-K1B00-qq-e-205,SKK34-K1B00-qq-e-d-205,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンR,MH44S,FZ,2014/08～2017/01,-45/-35,15420,,263049,SKK34-K1B00-qq-e-206,SKK34-K1B00-qq-e-d-206,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH22S,DI/T/X,2007/02～2008/09,-45/-40,15154,,263009,SKU24-K1B00-qq-e-207,SKU24-K1B00-qq-e-d-207,4571104665069,SKU24-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,3.3/2.9,250/240,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,26500,32300
スズキ,ワゴンRスティングレー,MH23S,TS/T/X,2008/09～2012/09,-40/-40,15420,,263022,SKU74-K1B00-qq-e-208,SKU74-K1B00-qq-e-d-208,4571104666110,SKU74-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.8/2.2,251/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH34S,T/X,2012/09～2015/08,-40/-40,15420,,262867,SKK34-K1B00-qq-e-210,SKK34-K1B00-qq-e-d-210,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH34S,T/X,2012/09～2015/08,-40/-30,15420,,263050,SKK34-K1B00-qq-e-211,SKK34-K1B00-qq-e-d-211,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH44S,X,2014/08～2017/01,-40/-35,15420,,262868,SKK34-K1B00-qq-e-213,SKK34-K1B00-qq-e-d-213,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH44S,X,2014/08～2017/01,-45/-35,15420,,263051,SKK34-K1B00-qq-e-212,SKK34-K1B00-qq-e-d-212,4571104666714,SKK34-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,2.1/2.1,265/220,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スズキ,ワゴンRスティングレー,MH55S,X,2017/02～,-35/-30,15420,,263029,SKUB6-K1B00-qq-e-4,SKUB6-K1B00-qq-e-d-4,4571104669906,SKUB6-K1B00,TEIN,S.TECH K-SPECIAL,660,FF,,2/2.3,240/230,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,27000,32600
スバル,R1,RJ2,I/R/S,2005/01～2010/03,-35/-30,14622,,262943,SKS72-K1B00-qq-e-167,SKS72-K1B00-qq-e-d-167,4571104664987,SKS72-K1B00,TEIN,S.TECH K-SPECIAL,660,4WD,,3.5/2.3,250/225,数値はノーマル車高比で算出しております。<br>推奨車高調整範囲:メーカーにて取付確認を行った値となります。,車高データは開発車両における参考測定値データのため、車両の個体差・組み付け条件により差が生じることがあります。(また左右で差が生じたり、なじみにより組み付け後、しばらくして車高が下がる場合があります。)<br>推奨車高調整範囲外で使用するとショックや車両に破損が生じる可能性があり、保安基準適合外となることがあります。その場合の破損につきましては、メーカーでは一切の責任を負いかねますのでご了承ください。<br>装着するホイールサイズやオフセット、タイヤ銘柄やサイズ等により、メーカー基準位置でも走行時に干渉等が発生する場合があります。,25500,31600
