日産,スカイライン,V35,2WD VQ35DE車,ノーマル形状<br>減衰力固定式<br>ショートストロークタイプ<br>1年間または3年間6万km保証,115303,,248017,53110-RSV55-qq-e-44,53110-RSV55-qq-e-d-274,53110-RSV55,NISMO,S-tuneサスペンションキット,2295/1115(234.0/114.0)|1306/829(133.0/85.0),78.0(8.0)/88.0(9.0),約-30/約-30,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,実際の商品はアッセンブリーではありません,124000,126600,
日産,スカイライン,V35,2WD(VQ35DEを除く),ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,86230,,248016,53110-RSV50-qq-e-45,53110-RSV50-qq-e-d-273,53110-RSV50,NISMO,S-tuneサスペンションキット,2109/746(215/76)|1188/617(121/63),61.0(6.2)/59.5(6.1),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,実際の商品はアッセンブリーではありません,92000,97800,
日産,スカイライン,V36,2WD車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,116307,,248024,E3110-JU000-qq-e-46,E3110-JU000-qq-e-d-275,E3110-JU000,NISMO,S-tuneサスペンションキット,2510/1246|1592/874,約94/約104,約-15/約-10<br>2.5L車装着時:約-10/約-10,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,125105,127600,
日産,スカイラインGT-R,BCNR33,全車,アッセンブリータイプ<br>減衰力5段調整式<br>フロントのみ別置き<br>リザーバータンク式<br>1年間または3年間6万km保証,222023,,247991,5300S-RSR45-qq-e-47,5300S-RSR45-qq-e-d-276,5300S-RSR45,NISMO,S-tuneサスペンションキット,5段目2354/883(240/90)|3段目1716/686(175/70),58.8(6.0)/65.7(6.7),約-30/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,リアショック減衰力調整のために、パーセルボードに穴開け加工が必要となります<br>純正オプションスピーカーおよび社外品スピーカー装着車は穴開け加工できない場合があります,220000,230600,2020/03/30定価・掛け率変更のため売価変更
日産,スカイラインGT-R,BNR34,全車,アッセンブリータイプ<br>減衰力5段調整式<br>フロントのみ別置き<br>リザーバータンク式<br>1年間または3年間6万km保証,222023,,247992,5300S-RSR45-qq-e-48,5300S-RSR45-qq-e-d-277,5300S-RSR45,NISMO,S-tuneサスペンションキット,5段目2354/883(240/90)|3段目1716/686(175/70),58.8(6.0)/65.7(6.7),約-30/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,リアショック減衰力調整のために、パーセルボードに穴開け加工が必要となります<br>純正オプションスピーカーおよび社外品スピーカー装着車は穴開け加工できない場合があります,220000,230600,2020/03/30定価・掛け率変更のため売価変更
日産,ステージア,M35,2WD車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,86230,,248008,53110-RSM50-qq-e-49,53110-RSM50-qq-e-d-278,53110-RSM50,NISMO,S-tuneサスペンションキット,2390/762(244/78)|2642/1116(270/114),73.3(7.5)/92.4(9.4),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,92000,97800,
日産,ステージア,M35,4WD車(AR-Xを除く),ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,86230,,248009,53110-RSM55-qq-e-50,53110-RSM55-qq-e-d-279,53110-RSM55,NISMO,S-tuneサスペンションキット,2511/838(256/86)|2642/1116(270/114),81.7(8.3)/90.0(9.2),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,92000,97800,
日産,ステージア,WC34,4WD A/T車,ノーマル形状<br>減衰力固定式<br>ショートストロークタイプ<br>1年間または3年間6万km保証,98041,,248004,53110-RSC45-qq-e-52,53110-RSC45-qq-e-d-281,53110-RSC45,NISMO,S-tuneサスペンションキット,1810/490(185/50)|1510/580(154/59),37.3(3.8)/43.1(4.4),約-30/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,実際の商品はアッセンブリーではありません,105000,109500,
日産,ステージア,WC34,4WD M/T車(RB25DET)または260RS(RB26DETT),ノーマル形状<br>減衰力4段調整式<br>1年間または3年間6万km保証,137108,,248005,53110-RSC47-qq-e-53,53110-RSC47-qq-e-d-282,53110-RSC47,NISMO,S-tuneサスペンションキット,2段目1800/720(184/73)|2段目1540/660(157/67),58.9(6.0)/62.3(6.4),260RS:約-30/約-20<br>4WDターボMT:約-25/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,148000,148200,
日産,セレナ,C25,2WD車のみ(2006/01～2007/12 20RS及び20RXを除く),ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,93771,,248003,53110-RS5C0-qq-e-55,53110-RS5C0-qq-e-d-284,53110-RS5C0,NISMO,S-tuneサスペンションキット,1281/618(131/63)|1321/547(135/56),33.0(3.4)/63.0(6.4),約-30/約-30,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,100300,105300,
日産,ティーダ,C11,2WD車(アクシスパフォーマンススペックを除く),減衰力固定式<br>1年間または3年間6万km保証,83868,,248022,E3110-1JY00-qq-e-56,E3110-1JY00-qq-e-d-285,E3110-1JY00,NISMO,S-tuneサスペンションキット,1531/550(156/56)|830/430(85/44),32.0(3.3)/41.0(4.2),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,89400,95500,
日産,ノート,E11,2WD車(ライダーハイパフォーマンススペックを除く),減衰力固定式<br>1年間または3年間6万km保証,83868,,248023,E3110-8Y200-qq-e-57,E3110-8Y200-qq-e-d-286,E3110-8Y200,NISMO,S-tuneサスペンションキット,988/445(101/45)|830/430(85/44),32.0(3.3)/41.0(4.2),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,89400,95500,
日産,フェアレディZ,Z33,全車(Version NISMOを除く),ノーマル形状<br>減衰力固定式<br>ショートストロークタイプ<br>1年間または3年間6万km保証,115303,,248019,53110-RSZ30-qq-e-58,53110-RSZ30-qq-e-d-287,53110-RSZ30,NISMO,S-tuneサスペンションキット,2636/1229(269/125)|1700/1000(173/102),79.0(8.1)/87.0(8.9),約-10/約-10,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,124000,126600,
日産,フェアレディZ,Z34,全車(Version NISMO・NISMOを除く),ノーマル形状<br>減衰力固定式<br>ショートストロークタイプ<br>1年間または3年間6万km保証,116307,,248020,E3110-1EA00-qq-e-59,E3110-1EA00-qq-e-d-288,E3110-1EA00,NISMO,S-tuneサスペンションキット,2469/1144(252/117)|1727/828(176/84),79.0(8.1)/89.0(9.1),約-10/約-10,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,125105,127600,
日産,プリメーラ,P12,セダン・ワゴン共通<br>OR20DE 2WD車<br>SR20VE 2WD車<br>QG18DE 2WD車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,90773,,248010,53110-RSP20-qq-e-60,53110-RSP20-qq-e-d-289,53110-RSP20,NISMO,S-tuneサスペンションキット,1600/630(163/64)|1400/970(143/68),30.4(3.1)/54.9(5.6),QRセダン:約-30/約-20<br>QRワゴン:約-30/約-25<br>SR・OGセダン:約-25/約-10<br>SR・OGワゴン:約-25/約-15,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,97000,102300,
日産,プレサージュ,U31,4WD QR25DE車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,92590,,248000,53110-RS1U5-qq-e-63,53110-RS1U5-qq-e-d-292,53110-RS1U5,NISMO,S-tuneサスペンションキット,1680/780(171/80)|2796/1197(285/122),38.0(3.9)/86.8(8.8),約-25/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,実際の商品はアッセンブリーではありません,99000,104100,
日産,マーチ,K11,2WD車(BOXを除く),ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,73510,,248006,53110-RSK10-qq-e-64,53110-RSK10-qq-e-d-293,53110-RSK10,NISMO,S-tuneサスペンションキット,1410/610(144/62)|660/460(67/47),29.4(3.0)/24.5(2.5),約-30/約-30,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,マーチはローダウンさせた場合に、リヤアクスルビームが右側に片寄り、タイヤの位置がずれます<br>また、ワイドタイヤ装着時にタイヤとフェンダーが干渉する恐れがありますので、NISMOバリアブルパナールロッド(55130-RS261)とセットでご使用いただくことをお勧めします<br>なお、標準装着品、NISMOヴェルディナマフラー以外のマフラーはバリアブルパナールロッドと干渉する場合がありますので、ご注意ください,78000,85200,
日産,マーチ,K12,2WD全車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,78417,,248007,53110-RSK20-qq-e-65,53110-RSK20-qq-e-d-294,53110-RSK20,NISMO,S-tuneサスペンションキット,778/472(79/48)|651/321(66/33),27.0(2.8)/36.0(3.7),約-20/約-20,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,12SR・15SR-Aに装着の場合、車高変化代はほとんどありません,83400,90100,
日産,マーチ,K13,2WD車(NISMO・NISMO S・VDC付車を除く),ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,83893,,248021,E3110-1HH00-qq-e-66,E3110-1HH00-qq-e-d-295,E3110-1HH00,NISMO,S-tuneサスペンションキット,1000/510|670/500,約28.0/約44.0,約-25/約-25,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,,89429,95500,
日産,ムラーノ,Z50,2.5L車,ノーマル形状<br>減衰力固定式<br>1年間または3年間6万km保証,93498,,247997,53110-RS0Z5-qq-e-67,53110-RS0Z5-qq-e-d-296,53110-RS0Z5,NISMO,S-tuneサスペンションキット,2368/802(241.4/81.8)|2457/1035(250.0/105.5),43.0(4.4)/85.0(8.7),約-30/約-30,車高変化代は参考値です<br>車両の個体差、装備、グレード等によって、±10mm程度変化します,リアスプリング交換時にマフラーの中間パイプを取り外す必要があります,100000,105000,
