自動車メーカー,車種,型式,適合詳細,H/S,シートタイプ,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,商品名DB,スプリングタイプ,アッパーマウント(F/R),スプリングレート(F/R),仕様,備考,注意事項,定価,SET価格
スバル,インプレッサ,GRB,アプライドA/B,,Cタイプ,252000,,259631,ZS706P07C-qq-e-365k,ZS706P07C-qq-e-d-365k,ZS706P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,242000
スバル,インプレッサ,GRB,アプライドC,,Bタイプ,250200,,259637,ZS707P07B-qq-e-371k,ZS707P07B-qq-e-d-371k,ZS707P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,278000,240400
スバル,インプレッサ,GRB,アプライドC,,Cタイプ,252000,,259638,ZS707P07C-qq-e-372k,ZS707P07C-qq-e-d-372k,ZS707P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,242000
スバル,インプレッサ,GVB,,,Bタイプ,250200,,259644,ZS708P07B-qq-e-378k,ZS708P07B-qq-e-d-378k,ZS708P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,278000,240400
スバル,インプレッサ,GVB,,,Cタイプ,252000,,259645,ZS708P07C-qq-e-379k,ZS708P07C-qq-e-d-379k,ZS708P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,242000
スバル,エクシーガ,YA5,,,Bタイプ,250200,,259649,ZS751P07B-qq-e-383k,ZS751P07B-qq-e-d-383k,ZS751P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,278000,240400
スバル,エクシーガ,YA5,,,Cタイプ,252000,,259650,ZS751P07C-qq-e-384k,ZS751P07C-qq-e-d-384k,ZS751P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-10K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,280000,242000
スバル,フォレスター,SG5/SG9,,,Bタイプ,284400,,259669,ZS732P07B-qq-e-403k,ZS732P07B-qq-e-d-403k,ZS732P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/調整式ピロ,ID60-203-9K/ID60-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,316000,270800
スバル,フォレスター,SG5/SG9,,,Cタイプ,286200,,259670,ZS732P07C-qq-e-404k,ZS732P07C-qq-e-d-404k,ZS732P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/調整式ピロ,ID60-203-9K/ID60-203-6K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,318000,272400
スバル,レガシィ,BL5,,,Bタイプ,241200,,259687,ZS715P07B-qq-e-421k,ZS715P07B-qq-e-d-421k,ZS715P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,268000,232400
スバル,レガシィ,BL5,,,Cタイプ,243000,,259688,ZS715P07C-qq-e-422k,ZS715P07C-qq-e-d-422k,ZS715P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,270000,234000
スバル,レガシィ,BP5,,,Bタイプ,241200,,259681,ZS714P07B-qq-e-415k,ZS714P07B-qq-e-d-415k,ZS714P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,268000,232400
スバル,レガシィ,BP5,,,Cタイプ,243000,,259682,ZS714P07C-qq-e-416k,ZS714P07C-qq-e-d-416k,ZS714P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-8K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,270000,234000
トヨタ,86,ZN6,,,Bタイプ,275400,,259306,ZS242P07B2-qq-e-40k,ZS242P07B2-qq-e-d-40k,ZS242P07B2,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/強化ゴム,ID60-178-8K/ID60-152-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),ターンバックル調整式スタビリンクロッドが付属,,306000,259800
トヨタ,アリスト,JZS161,,,Aタイプ,214200,,259271,ZS261P07A-qq-e-5k,ZS261P07A-qq-e-d-5k,ZS261P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
トヨタ,アリスト,JZS161,,,Bタイプ,211500,,259272,ZS261P07B-qq-e-6k,ZS261P07B-qq-e-d-6k,ZS261P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,アルテッツァ,SXE10,,,Aタイプ,211500,,259278,ZS241P07A-qq-e-12k,ZS241P07A-qq-e-d-12k,ZS241P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,アルテッツァ,SXE10,,,Bタイプ,208800,,259279,ZS241P07B-qq-e-13k,ZS241P07B-qq-e-d-13k,ZS241P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,232000,200600
トヨタ,スープラ,JZA80,REAS車対応不可(装着は可能),,Aタイプ,214200,,259294,ZS201P07A-qq-e-28k,ZS201P07A-qq-e-d-28k,ZS201P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
トヨタ,スープラ,JZA80,REAS車対応不可(装着は可能),,Bタイプ,211500,,259295,ZS201P07B-qq-e-29k,ZS201P07B-qq-e-d-29k,ZS201P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,プリウス,ZVW30,,,Bタイプ,256500,,259350,ZS252P07B-qq-e-84k,ZS252P07B-qq-e-d-84k,ZS252P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-203-5K/専用-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,285000,243000
トヨタ,プリウス,ZVW30,,,Fタイプ,254700,,259351,ZS252P07F-qq-e-85k,ZS252P07F-qq-e-d-85k,ZS252P07F,ENDLESS,ZEAL FUNCTION プラス7 Fタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/-,ID60-203-5K/専用-4K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアアッパーマウント:専用ブッシュが付属,,283000,241400
トヨタ,マークII,JZX100,,,Aタイプ,211500,,259313,ZS212P07A-qq-e-47k,ZS212P07A-qq-e-d-47k,ZS212P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークII,JZX100,,,Bタイプ,208800,,259314,ZS212P07B-qq-e-48k,ZS212P07B-qq-e-d-48k,ZS212P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,232000,200600
トヨタ,マークII,JZX110,,,Aタイプ,214200,,259320,ZS213P07A-qq-e-54k,ZS213P07A-qq-e-d-54k,ZS213P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
トヨタ,マークII,JZX110,,,Bタイプ,211500,,259321,ZS213P07B-qq-e-55k,ZS213P07B-qq-e-d-55k,ZS213P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-9K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークX,GRX121,,,Aタイプ,214200,,259327,ZS215P07A-qq-e-61k,ZS215P07A-qq-e-d-61k,ZS215P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
トヨタ,マークX,GRX121,,,Bタイプ,211500,,259328,ZS215P07B-qq-e-62k,ZS215P07B-qq-e-d-62k,ZS215P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークX,GRX125,,,Aタイプ,211500,,259333,ZS214P07A-qq-e-67k,ZS214P07A-qq-e-d-67k,ZS214P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークX,GRX125,,,Bタイプ,208800,,259334,ZS214P07B-qq-e-68k,ZS214P07B-qq-e-d-68k,ZS214P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-12K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,232000,200600
トヨタ,マークX,GRX130/GRX133,,,Aタイプ,214200,,259339,ZS217P07A-qq-e-73k,ZS217P07A-qq-e-d-73k,ZS217P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,238000,205400
トヨタ,マークX,GRX130/GRX133,,,Bタイプ,211500,,259340,ZS217P07B-qq-e-74k,ZS217P07B-qq-e-d-74k,ZS217P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-203-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークX,GRX135,,,Aタイプ,211500,,259345,ZS216P07A-qq-e-79k,ZS216P07A-qq-e-d-79k,ZS216P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,235000,203000
トヨタ,マークX,GRX135,,,Bタイプ,208800,,259346,ZS216P07B-qq-e-80k,ZS216P07B-qq-e-d-80k,ZS216P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,強化ゴム/強化ゴム,ID60-178-14K/ID60-203-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,,232000,200600
日産,GT-R,R35,,,Aタイプ,270000,,259373,ZS151P07A-qq-e-107k,ZS151P07A-qq-e-d-107k,ZS151P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-16K+3.0K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは専用減衰力調整ケーブルが付属,,300000,275000
日産,GT-R,R35,,,Bタイプ,267300,,259374,ZS151P07B-qq-e-108k,ZS151P07B-qq-e-d-108k,ZS151P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-16K+3.0K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは専用減衰力調整ケーブルが付属,,297000,272600
日産,シルビア,S15,,,Bタイプ,252000,,259387,ZS113P07B-qq-e-121k,ZS113P07B-qq-e-d-121k,ZS113P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-6K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,280000,239000
日産,シルビア,S15,,,Cタイプ,253800,,259388,ZS113P07C-qq-e-122k,ZS113P07C-qq-e-d-122k,ZS113P07C,ENDLESS,ZEAL FUNCTION プラス7 Cタイプ,ZEAL FUNCTION プラス7,X COILS,調整式ピロ/アルミリジット,ID60-203-8K/ID60-203-6K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,282000,240600
日産,スカイライン,CPV35,,,Eタイプ,252000,,259428,ZS107P07E-qq-e-162k,ZS107P07E-qq-e-d-162k,ZS107P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),280000,239000
日産,スカイライン,ER34,,,Aタイプ,217800,,259414,ZS106P07A-qq-e-148k,ZS106P07A-qq-e-d-148k,ZS106P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,242000,208600
日産,スカイライン,ER34,,,Bタイプ,215100,,259415,ZS106P07B-qq-e-149k,ZS106P07B-qq-e-d-149k,ZS106P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-9K/ID60-203-7K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,239000,206200
日産,スカイライン,NV36,,,Eタイプ,241200,,259438,ZS109P07E-qq-e-172k,ZS109P07E-qq-e-d-172k,ZS109P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),268000,229400
日産,スカイライン,V36/PV36,,,Eタイプ,247500,,259433,ZS108P07E-qq-e-167k,ZS108P07E-qq-e-d-167k,ZS108P07E,ENDLESS,ZEAL FUNCTION プラス7 Eタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-12K/専用-10K,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),,リアスプリングは専用品(スプリングレートの変更及びご指定はX COILS及びXCOILS Rの専用スプリングの中からお選びください),275000,235000
日産,スカイラインGT-R,BCNR33,,,Aタイプ,217800,,259407,ZS103P07A-qq-e-141k,ZS103P07A-qq-e-d-141k,ZS103P07A,ENDLESS,ZEAL FUNCTION プラス7 Aタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,242000,208600
日産,スカイラインGT-R,BCNR33,,,Bタイプ,215100,,259408,ZS103P07B-qq-e-142k,ZS103P07B-qq-e-d-142k,ZS103P07B,ENDLESS,ZEAL FUNCTION プラス7 Bタイプ,ZEAL FUNCTION プラス7,X COILS,アルミリジット/アルミリジット,ID60-203-10K/ID60-203-8K+FELzS70,全長調整式<br>減衰20段調整<br>単筒式<br>オーバーホールOK<br>スポーツ走行も重視したいユーザーにオススメ(7ミリ厚ラバー採用),リアは減衰調整用ケーブルが付属,,239000,206200
