自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,SET価格
ALFAROMEO,147,,2004～2011/03,,1.6 ツインスパーク,リア,19763,,289170,Premium-EIP115-qq-e-4618k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,155,167A2C/167A1E,1992～,,2.0 Q4 ターボ/2.5i V6(LUCAS),フロント,19763,,286995,Premium-EIP096-qq-e-2248k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,155,167A2C/167A1E,1995～,,2.0 Q4 ターボ/2.5i V6(ate),フロント,19763,,286072,Premium-EIP080-qq-e-2247k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,155,167A2G,1995/01～,,2.0i TS 16V,フロント,19763,,289749,Premium-EIP096-qq-e-2246k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932A1/932A2/932AC,1998～,,2.0 TS 16V/2.0ロッソ・コルセ,フロント,19763,,282306,Premium-EIP080-qq-e-2249k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932A1/932A2/932AC,1998～,,2.0 TS 16V/2.0ロッソ・コルセ,リア,19763,,290412,Premium-EIP081-qq-e-4621k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AC,1998～2002/06,,2.5 V6 24V,フロント,19763,,288846,Premium-EIP080-qq-e-2250k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AC,1998～2002/06,,2.5 V6 24V,リア,19763,,284902,Premium-EIP081-qq-e-4622k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AC,2002/07～2006/04,,2.5 V6 24V,フロント,19763,,287932,Premium-EIP080-qq-e-2251k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AC,2002/07～2006/04,,2.5 V6 24V,リア,19763,,287943,Premium-EIP115-qq-e-4623k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXA,2002/07～2006/04,,2.0 JTS,フロント,19763,,288847,Premium-EIP080-qq-e-2252k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXA,2002/07～2006/04,,2.0 JTS,リア,19763,,286082,Premium-EIP115-qq-e-4624k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXB,2002/07～2006/04,,GTA(ローター径:φ304),フロント,19763,,286267,Premium-EIP112-qq-e-2253k,出さない,,EIP112,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXB,2002/07～2006/04,,GTA(ローター径:φ304),リア,19763,,282324,Premium-EIP115-qq-e-4625k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXB,2005/02～2006/04,,GTA(ローター径:φ330),フロント,19763,,289062,Premium-EIP111-qq-e-2254k,出さない,,EIP111,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156,932AXB,2005/02～2006/04,,GTA(ローター径:φ330),リア,19763,,288860,Premium-EIP115-qq-e-4626k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B1,2001/01～2002/08,,2.5 V6 Qシステム,フロント,19763,,284901,Premium-EIP080-qq-e-2257k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B1,2001/01～2002/08,,2.5 V6 Qシステム,リア,19763,,285800,Premium-EIP081-qq-e-4629k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B1,2001/01～2002/08,,2.5 V6 Qシステム,リア,19763,,283253,Premium-EIP115-qq-e-6888k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B2,2000/04～2002/09,,2.0 TS/セレスピード,フロント,19763,,288591,Premium-EIP080-qq-e-2255k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B2,2000/04～2002/09,,2.0 TS/セレスピード,リア,19763,,287010,Premium-EIP115-qq-e-6886k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932B2,2000/04～2002/09,,2.0 TS/セレスピード,リア,19763,,289515,Premium-EIP081-qq-e-4627k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BW,2002/09～,,2.5 V6 Qシステム,フロント,19763,,289514,Premium-EIP080-qq-e-2258k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BW,2002/09～,,2.5 V6 Qシステム,リア,19763,,285801,Premium-EIP081-qq-e-4630k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BW,2002/09～,,2.5 V6 Qシステム,リア,19763,,283254,Premium-EIP115-qq-e-6889k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXB,2003/11～2006/04,,GTA(ローター径:φ304),フロント,19763,,282512,Premium-EIP112-qq-e-2259k,出さない,,EIP112,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXB,2003/11～2006/04,,GTA(ローター径:φ304),リア,19763,,282325,Premium-EIP115-qq-e-4631k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXB,2004/12～,,GTA(ローター径:φ330),フロント,19763,,289975,Premium-EIP111-qq-e-2260k,出さない,,EIP111,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXB,2004/12～,,GTA(ローター径:φ330),リア,19763,,286083,Premium-EIP115-qq-e-4632k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXW,2002/09～,,2.0 JTS,フロント,19763,,284900,Premium-EIP080-qq-e-2256k,出さない,,EIP080,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXW,2002/09～,,2.0 JTS,リア,19763,,285163,Premium-EIP115-qq-e-6887k,出さない,,EIP115,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,156スポーツワゴン,932BXW,2002/09～,,2.0 JTS,リア,19763,,290413,Premium-EIP081-qq-e-4628k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,形状図要確認,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159,93922,2006/02～2011/07,,2.2 JTS,フロント,19763,,289175,Premium-EIP146-qq-e-2261k,出さない,,EIP146,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159,93922,2006/02～2011/07,,2.2 JTS,リア,19763,,282627,Premium-EIP147-qq-e-4633k,出さない,,EIP147,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159,93932,2006/02～2011/07,,3.2 JTS Q4,フロント,19763,,289063,Premium-EIP111-qq-e-2262k,出さない,,EIP111,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159,93932,2006/02～2011/07,,3.2 JTS Q4,リア,19763,,286420,Premium-EIP147-qq-e-4634k,出さない,,EIP147,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159スポーツワゴン,93922,2007/04～2011/03,,2.2 JTS,フロント,19763,,289176,Premium-EIP146-qq-e-2263k,出さない,,EIP146,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159スポーツワゴン,93922,2007/04～2011/03,,2.2 JTS,リア,19763,,286421,Premium-EIP147-qq-e-4635k,出さない,,EIP147,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159スポーツワゴン,93932,2007/04～2011/03,,3.2 JTS Q4,フロント,19763,,282510,Premium-EIP111-qq-e-2264k,出さない,,EIP111,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,159スポーツワゴン,93932,2007/04～2011/03,,3.2 JTS Q4,リア,19763,,282628,Premium-EIP147-qq-e-4636k,出さない,,EIP147,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164A/164AG,1987/09～1992/10,,3.0i V6/3.0i V6 24V,フロント,19763,,288848,Premium-EIP096-qq-e-2267k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164A/164AG,1987/09～1992/10,,3.0i V6/3.0i V6 24V,リア,19763,,286244,Premium-EIP043-qq-e-4642k,出さない,,EIP043,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164B/164K1P/164K1G/164KP,1992/10～,,3.0i V6/3.0i V6 24V,フロント,19763,,289751,Premium-EIP096-qq-e-2268k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164B/164K1P/164K1G/164KP,1992/10～,,3.0i V6/3.0i V6 24V,リア,19763,,281839,Premium-EIP043-qq-e-4643k,出さない,,EIP043,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164K1H/164AG,1992/10～1999,,3.0i V6 24V Q4,フロント,19763,,286075,Premium-EIP096-qq-e-2270k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,164K1H/164AG,1992/10～1999,,3.0i V6 24V Q4,リア,19763,,290414,Premium-EIP081-qq-e-4645k,出さない,,EIP081,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,,1987/09～1992,,2.0i V6 ターボ<br>No.～6142573,フロント,19763,,287933,Premium-EIP096-qq-e-2265k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,,1987/09～1992,,2.0i V6 ターボ<br>No.～6142573,リア,19763,,282499,Premium-EIP043-qq-e-4640k,出さない,,EIP043,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,,1987/09～1992/10,,3.0i V6 24V Q4,フロント,19763,,282307,Premium-EIP096-qq-e-2269k,出さない,,EIP096,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,,1987/09～1992/10,,3.0i V6 24V Q4,リア,19763,,286245,Premium-EIP043-qq-e-4644k,出さない,,EIP043,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
ALFAROMEO,164,,1987～1990,,2.0i/2.0TS/2.0iターボ(4気筒),リア,19763,,285326,Premium-EIP043-qq-e-4637k,出さない,,EIP043,ENDLESS,ブレーキパッド,Premium,ローター適正温度域:0～500℃<br>平均摩擦係数:0.30～0.40<br>材質:ノンアスベスト<br>走行フィールド:ストリート～ワインディング<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,純正シムの移植ができない場合があります,24000,出さない
