自動車メーカー,車種,型式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,バネレート(F/R),減衰力(F/R),車高調整幅 (F/R),備考,注意事項,定価,SET価格
スズキ,ジムニー,JB23W,,93100,,311801,PNS34-1-qq-e-f1-114k,PNS34-1-qq-e-d-114k,PNS34-1,Spiegel,プロスペック・ワゴン,2k/2k,24段/24段 調整式,+76～+100/+76～+100,Street up Suspension SU4,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,95000,110000
スズキ,スペーシア,MK32S/MK42S,2WD/4WD装着可,78204,,311641,BSYS52-6-qq-e-f1-115k,BSYS52-6-qq-e-d-115k,BSYS52-6,Spiegel,プロスペック・ワゴン,5k/2k,30段/24段 調整式,-30～-70/-40～-60,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
スズキ,ハスラー,MR31S/MR41S,2WD/4WD装着可,78204,,311640,BSYS52-5-qq-e-f1-116k,BSYS52-5-qq-e-d-116k,BSYS52-5,Spiegel,プロスペック・ワゴン,5k/2k,30段/24段 調整式,-25～-90/-35～-50,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
スズキ,ワゴンR,CT21S/CT51S/CV21S/CV51S,2WD/4WD装着可,83104,,311763,PNS02-1-qq-e-f1-117k,PNS02-1-qq-e-d-117k,PNS02-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-10～-70/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MC11S/MC12S/MC21S,2WD/4WD装着可,83104,,311788,PNS06A-1-qq-e-f1-118k,PNS06A-1-qq-e-d-118k,PNS06A-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MC22S,2WD/4WD装着可(～4型前期 ～H14/03),83104,,311789,PNS06A-2-qq-e-f1-120k,PNS06A-2-qq-e-d-120k,PNS06A-2,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MC22S,2WD/4WD装着可(4型後期 H14/04～H14/08),88004,,311797,PNS06B-2-qq-e-f1-119k,PNS06B-2-qq-e-d-119k,PNS06B-2,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スズキ,ワゴンR,MC22S,2WD/4WD装着可(5型～ H14/09～),83104,,311768,PNS03A-1-qq-e-f1-121k,PNS03A-1-qq-e-d-121k,PNS03A-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-70/-5～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MH21S,2WD/4WD装着可(～2型 ～H16/11),83104,,311774,PNS03B-1-qq-e-f1-122k,PNS03B-1-qq-e-d-122k,PNS03B-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-70/-5～-30,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MH21S,2WD/4WD装着可(3型～ H16/12～),83104,,311777,PNS03C-1-qq-e-f1-123k,PNS03C-1-qq-e-d-123k,PNS03C-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MH22S,2WD/4WD装着可,83104,,311778,PNS03C-2-qq-e-f1-124k,PNS03C-2-qq-e-d-124k,PNS03C-2,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MH23S,2WD/4WD装着可,83104,,311803,PNS52-1-qq-e-f1-125k,PNS52-1-qq-e-d-125k,PNS52-1,Spiegel,プロスペック・ワゴン,5k/2k,30段/24段 調整式,-20～-90/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ワゴンR,MH34S/MH44S,2WD/4WD装着可,78204,,311636,BSYS52-1-qq-e-f1-126k,BSYS52-1-qq-e-d-126k,BSYS52-1,Spiegel,プロスペック・ワゴン,5k/2k,30段/24段 調整式,-20～-90/-15～-50,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,94800
スバル,サンバーディアス,TV1/TV2/TW1/TW2/TT1/TT2,,96040,,312020,PNB04-1-qq-e-f1-186k,出さない,PNB04-1,Spiegel,プロスペック・ワゴン,6k/7k,30段/24段 調整式,0～-50/0～-40,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,出さない
スバル,サンバートラック,S500J/S510J,,48804,,312016,FPND12-02-qq-e-f1-187k,出さない,FPND12-02,Spiegel,プロスペック・ワゴン,6k/-,30段/- 調整式,0～-50/-,純正アッパーマウント使用<br>車高調はフロントのみ,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,49800,出さない
スバル,サンバートラック,S500J/S510J,,78204,,312023,PND12A-02-qq-e-f1-188k,出さない,PND12A-02,Spiegel,プロスペック・ワゴン,6k/-,30段/- 調整式,0～-50/-,フロント調整式ピロアッパーマウント付<br>フロント車高調・リアショック(リーフは付属しません),ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,79800,出さない
スバル,サンバートラック,S500J/S510J,,107800,,312024,PND12B-02-qq-e-f1-189k,出さない,PND12B-02,Spiegel,プロスペック・ワゴン,6k/-,30段/24段 調整式,0～-50/約-40(固定)(4WD除く),純正アッパーマウント使用<br>フロント車高調・リアリーフ&ショックのセット商品,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,110000,出さない
スバル,ステラ,LA100F,スタビライザー搭載車,83104,,311726,PND42A-13-qq-e-f1-191k,PND42A-13-qq-e-d-191k,PND42A-13,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,ステラ,LA100F,スタビライザー未搭載車,83104,,311745,PND42B-16-qq-e-f1-192k,PND42B-16-qq-e-d-192k,PND42B-16,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,ステラ,LA110F,スタビライザー搭載車,96040,,311682,PND25A-13-qq-e-f1-193k,PND25A-13-qq-e-d-193k,PND25A-13,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ステラ,LA110F,スタビライザー未搭載車,96040,,311701,PND25B-16-qq-e-f1-194k,PND25B-16-qq-e-d-194k,PND25B-16,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-110/-5～-50<br>カスタムRS:-30～-110/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ステラ,RN1,,88004,,311645,PNB01-1-qq-e-f1-190k,PNB01-1-qq-e-d-190k,PNB01-1,Spiegel,プロスペック・ワゴン,6k/4k,30段/30段 調整式,0～-50/0～-50,フロント調整式/リア固定式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スバル,プレオ,L275F/L275B,スタビライザー搭載車,83104,,311720,PND42A-07-qq-e-f1-195k,PND42A-07-qq-e-d-195k,PND42A-07,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,プレオ,L275F/L275B,スタビライザー未搭載車,83104,,311736,PND42B-07-qq-e-f1-196k,PND42B-07-qq-e-d-196k,PND42B-07,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,プレオ,L285F/L285B,スタビライザー搭載車,96040,,311692,PND25A-7-qq-e-f1-197k,PND25A-7-qq-e-d-197k,PND25A-7,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,プレオ,L285F/L285B,スタビライザー未搭載車,96040,,311711,PND25B-7-qq-e-f1-198k,PND25B-7-qq-e-d-198k,PND25B-7,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ルクラ,L455F,スタビライザー搭載車,83104,,311721,PND42A-08-qq-e-f1-199k,PND42A-08-qq-e-d-199k,PND42A-08,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,ルクラ,L455F,スタビライザー未搭載車,83104,,311737,PND42B-08-qq-e-f1-200k,PND42B-08-qq-e-d-200k,PND42B-08,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,ルクラ,L465F,スタビライザー搭載車,96040,,311693,PND25A-8-qq-e-f1-201k,PND25A-8-qq-e-d-201k,PND25A-8,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
スバル,ルクラ,L465F,スタビライザー未搭載車,96040,,311712,PND25B-8-qq-e-f1-202k,PND25B-8-qq-e-d-202k,PND25B-8,Spiegel,プロスペック・ワゴン,6k/4k,30段/24段 調整式,0～-100/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,MAX,L950S/L952S,,83104,,311660,PND03A-5-qq-e-f1-128k,PND03A-5-qq-e-d-128k,PND03A-5,Spiegel,プロスペック・ワゴン,5k/3.5k,30段/24段 調整式,0～-50/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,MAX,L960S/L962S,,96040,,311663,PND03B-2-qq-e-f1-129k,PND03B-2-qq-e-d-129k,PND03B-2,Spiegel,プロスペック・ワゴン,5k/3.5k,30段/24段 調整式,0～-50/-50～-90,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
