自動車メーカー,車種,型式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,バネレート(F/R),減衰力(F/R),車高調整幅 (F/R),備考,注意事項,定価,SET価格
スズキ,アルト,HA35S,2WD/4WD装着可,83104,,311806,PNS52-4-qq-e-f1-125,PNS52-4-qq-e-d-125,PNS52-4,Spiegel,プロスペック・ネオ,5k/2k,30段/24段 調整式,-20～-85/-25～-50,フロント調整式ピロアッパーマウント付<br>フロントアッパー2本止め,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,アルト,HA36S/HA36V,2WD専用(X/S/L/F),88004,,311829,SP01015108003B-90001-qq-e-f1-128,SP01015108003B-90001-qq-e-d-128,SP01015108003B-90001,Spiegel,プロスペック・ネオ,4k/2.5k,30段/30段 調整式,+5～-55/-25～-55,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スズキ,アルトターボRS,HA36S/HA36V,2WD専用,88004,,311828,SP01015108003A-90002-qq-e-f1-127,SP01015108003A-90002-qq-e-d-127,SP01015108003A-90002,Spiegel,プロスペック・ネオ,4k/2.5k,30段/30段 調整式,+5～-55/-25～-55,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スズキ,アルトワークス,HA36S/HA36V,2WD専用,88004,,311827,SP01015108003A-90001-qq-e-f1-126,SP01015108003A-90001-qq-e-d-126,SP01015108003A-90001,Spiegel,プロスペック・ネオ,4k/2.5k,30段/30段 調整式,+5～-55/-25～-55,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スズキ,アルトワークス,HA36S/HA36V,4WD専用,92904,,311830,SP01015108008-90001-qq-e-f1-130,SP01015108008-90001-qq-e-d-130,SP01015108008-90001,Spiegel,プロスペック・ネオ,4k/2.5k,30段/30段 調整式,0～-65/-30～-55,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,94800,109800
スズキ,カプチーノ,EA11R/EA21R,,88004,,311762,PNS01-1-qq-e-f1-131,PNS01-1-qq-e-d-131,PNS01-1,Spiegel,プロスペック・ネオ,6k/4k,30段/30段 調整式,-20～-70/-20～-50,フロントリア固定式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スズキ,セルボ,HG21S,2WD/4WD装着可,83104,,311780,PNS03C-4-qq-e-f1-132,PNS03C-4-qq-e-d-132,PNS03C-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-70/-15～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,セルボモード,CN21S/CN22S/CN31S/CN32S/CP21S/CP22S/CP31S/CP32S,2WD/4WD装着可,83104,,311764,PNS02-2-qq-e-f1-133,PNS02-2-qq-e-d-133,PNS02-2,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/-10～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ラパン,HE21S,2WD/4WD装着可,83104,,311770,PNS03A-3-qq-e-f1-134,PNS03A-3-qq-e-d-134,PNS03A-3,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-90/-5～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ラパン,HE22S,2WD/4WD装着可,83104,,311805,PNS52-3-qq-e-f1-135,PNS52-3-qq-e-d-135,PNS52-3,Spiegel,プロスペック・ネオ,5k/2k,30段/24段 調整式,0～-90/-5～-30,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スズキ,ラパン,HE33S,4WD車専用,92904,,311831,SP01015108008-90002-qq-e-f1-253k,SP01015108008-90002-qq-e-d-253k,SP01015108008-90002,Spiegel,プロスペック・ネオ,4k/2.5k,30段/30段 調整式,0～-65/-30～-55,純正アッパーマウント使用,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,94800,109800
スバル,R1,RJ1,,88004,,311646,PNB01-2-qq-e-f1-159,PNB01-2-qq-e-d-159,PNB01-2,Spiegel,プロスペック・ネオ,6k/4k,30段/30段 調整式,0～-60/0～-60,フロント調整式/リア固定式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スバル,R2,RC1,,88004,,311647,PNB01-3-qq-e-f1-160,PNB01-3-qq-e-d-160,PNB01-3,Spiegel,プロスペック・ネオ,6k/4k,30段/30段 調整式,0～-60/0～-60,フロント調整式/リア固定式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,89800,104800
スバル,プレオプラス,LA300F,,83104,,311741,PND42B-12-qq-e-f1-165,PND42B-12-qq-e-d-165,PND42B-12,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-60,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
スバル,プレオプラス,LA310F,,96040,,311697,PND25B-12-qq-e-f1-166,PND25B-12-qq-e-d-166,PND25B-12,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/-20～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,116000
ダイハツ,エッセ,L235S,,83104,,311653,PND02-6-qq-e-f1-136,PND02-6-qq-e-d-136,PND02-6,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,エッセ,L245S,,96040,,311678,PND06-7-qq-e-f1-137,PND06-7-qq-e-d-137,PND06-7,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,オプティ,L300S,,83104,,311671,PND04-4-qq-e-f1-138,PND04-4-qq-e-d-138,PND04-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,オプティ,L800S/L802S,,83104,,311658,PND03A-3-qq-e-f1-139,PND03A-3-qq-e-d-139,PND03A-3,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,オプティ,L810S/L812S,,96040,,311667,PND03B-5-qq-e-f1-140,PND03B-5-qq-e-d-140,PND03B-5,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-40,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,コペン,L880K,,83104,,311659,PND03A-4-qq-e-f1-141,PND03A-4-qq-e-d-141,PND03A-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,+10～-70/+10～-20,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ソニカ,L405S,,83104,,311654,PND02-7-qq-e-f1-143,PND02-7-qq-e-d-143,PND02-7,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ソニカ,L415S,,96040,,311672,PND06-1-qq-e-f1-144,PND06-1-qq-e-d-144,PND06-1,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L200S,,83104,,311670,PND04-3-qq-e-f1-153,PND04-3-qq-e-d-153,PND04-3,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L275S/L275V,スタビライザー搭載車,83104,,311722,PND42A-09-qq-e-f1-254k,PND42A-09-qq-e-d-254k,PND42A-09,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L275S/L275V,スタビライザー未搭載車,83104,,311739,PND42B-10-qq-e-f1-146,PND42B-10-qq-e-d-146,PND42B-10,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L285S/L285V,スタビライザー搭載車,96040,,311694,PND25A-9-qq-e-f1-147,PND25A-9-qq-e-d-147,PND25A-9,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L285S/L285V,スタビライザー未搭載車,96040,,311695,PND25B-10-qq-e-f1-148,PND25B-10-qq-e-d-148,PND25B-10,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラ,L500S/L502S,,83104,,311669,PND04-2-qq-e-f1-154,PND04-2-qq-e-d-154,PND04-2,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,0～-70/-40(固定),フロント調整式ピロアッパーマウント付<br>リアの車高調整アジャスターが装着されません。,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L700S/L700V,,83104,,311655,PND03A-1-qq-e-f1-157,PND03A-1-qq-e-d-157,PND03A-1,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-55,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラ,L710S/L710V,,96040,,311665,PND03B-4-qq-e-f1-158,PND03B-4-qq-e-d-158,PND03B-4,Spiegel,プロスペック・ネオ,6k/4k,30段/24段 調整式,-10～-70/0～-45,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
ダイハツ,ミラアヴィ,L250S,,83104,,311652,PND02-5-qq-e-f1-149,PND02-5-qq-e-d-149,PND02-5,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,84800,99800
ダイハツ,ミラアヴィ,L260S,,96040,,311677,PND06-6-qq-e-f1-150,PND06-6-qq-e-d-150,PND06-6,Spiegel,プロスペック・ネオ,5k/4k,30段/24段 調整式,-20～-90/0～-50,フロント調整式ピロアッパーマウント付,ヘッドライトオートレベリング機能、衝突被害軽減ブレーキ機能、誤発進抑制機能等、制御及び作動について、本製品装着に伴う影響は考慮致しておりません。<br>車高の変化に伴い、レーダーの照射角度等がノーマル時と変化致しますので、制御や作動に影響が出る可能性がございます。予めご了承下さい。<br>車高調取り付けで起こりうるトラブルにおいて一切の責任は負えません。,98000,113000
